Name of the role,Department,Location,Job type,Job description,URL
Technical Project Manager,,Remote,,"Location : Remote
Duties/Responsibilities:
 
The Technical Delivery Manager will plan, organize, and lead the PMM application development 
team. The Technical Delivery Manager will organize, direct, and coordinate the planning and development 
of PMM application functionality. The Technical Delivery Manager will develop work breakdown 
structures, charts, tables, graphs, major milestone calendars and diagrams to support project timelines, 
project planning, etc., and must demonstrate excellent written and verbal communications skills. The 
Technical Delivery Manager will be responsible for the following:
• Establish, maintain, and manage the program schedule, reflecting WBS, dependencies, key
milestones, critical path, risk mitigation, evolving challenges, and customer needs
• Prepare, submit, negotiate, and incorporate scope change orders
• Identify, categorize, and proactively manage program risks using a structured approach
• Lead the PMM technical delivery work
• Effectively execute the project plan to successfully deliver within budget and on schedule
• Conduct program and technical reviews, status meetings, and reports
• Monitor and report to PMM overarching Program Manager on development progress including
significant milestones, and any conditions, which would affect project cost or schedule. Establish
weekly meeting to review project status and formulate action items
• Demonstrate knowledge of AWS and cloud computing technologies
• Demonstrate knowledge of web-based software development projects
• Manages day-to-day interactions with technical architects and developers
 
Education:
 
• Bachelor’s Degree from an accredited college or university in Engineering, Computer Science,
Information Systems, or similar.
• PMP or equivalent certification.
• PgMP certification/SAFe certification are desired
 
General Experience:
 
• 5-10 years of experience in program or project management
o Progressive broad-based information systems experience (which could include consulting)
with state-of-the-art hardware and software systems, knowledge and implementation
experience in new computing architectures and networked computing structures. Ability to
grasp technological opportunities and apply them to business opportunities and
requirements.
o Experience in project management and execution of multiple enterprise-wide development
projects, particularly as a delivery lead on systems development, with working knowledge
in all aspects of the systems development life cycle and project life cycle in a cross-functional
environment. Familiar with Waterfall and SAFe Agile delivery approaches
 Demonstrable experience with applications
 Experience with Agile tools such as Jira
• Experience in work planning, monitoring, and reporting
• Experience working with and managing onsite and remote teams
• Demonstrate excellent written and verbal communications skills
• Demonstrate capacity to engage effectively with technical architects and developers
• Identify gaps and paths for continuous improvement
• Proven experience managing teams delivering software and technology solutions
• A diverse background in software and/or systems engineering
• Strong analytical, problem-solving, and conceptual skills
• Solid teamwork and interpersonal skills
• Proficient in MS Office, Project Management tools, Financial/budget management systems (Oracle,
etc.)
 
Specialized Experience:",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c5RmvVSvF5sgyOgyojbhMCQ=
Angular Developer,,"Fort Worth, Texas, United States",,"Essential Job Functions

Sr. Developer working on maintenance product applications.
Collaborates with leaders, business analysts, project managers, IT architects, technical leads and other developers, along with internal customers, to understand requirements and develop needs according to business requirements
Maintains and enhances existing enterprise services, applications, and platforms using domain driven design and test-driven development
Troubleshoots and debugs complex issues; identifies and implements solutions
Creates detailed project specifications, requirements, and estimates
Researches and implements new technologies to enhance current processes, security, and performance
Supports the development of coding standards and adheres to best practices and security guidelines
Works closely with software architects and technical leads to ensure decisions meet long-term enterprise growth needs

Minimum Qualifications- Education & Prior Job Experience

Bachelor's degree in Computer Science, Computer Engineering, Technology, Information Systems (CIS/MIS), Engineering or related technical discipline, or equivalent experience/training
3+ years of full Software Development Life Cycle (SDLC) experience designing, developing, and implementing largescale applications in hosted production environments on prem and in the cloud
3 years of professional design and open-source experience

Preferred Qualifications- Education & Prior Job Experience

5 years of full Software Development Life Cycle (SDLC) experience
Airline Industry experience would be helpful

Skills, Licenses & Certifications

Proficiency and demonstrated experience in the following technologies:

Angular JS or Node JS or reactive programming or GraphQL
Database and persistence frameworks: Mongo, Hibernate, Oracle, Object/Relational Mapping, Query
performance tuning
Cloud-based development: Azure
Web Servers: Tomcat, tcServer, Websphere
Web Services: Graph QL, REST/SOAP (JSON/WSDL/XML)
Frameworks: Spring Framework, Spring Boot
Front-end: Angular JS, Node JS, Ext JS, CSS, jQuery, JavaScript, AJAX, MVC
Build/deployment tools: Maven, Gradel, Git, Junit, Mockito
Other Dev Ops Toolchain: Selenium, GitHub, Terraform scripting
Other: Linux/Unix shell Scripting, JavaScript, IBM MQ/Rabbit MQ, SQL Developer, IDE


Proficiency in object-oriented design techniques and principles
Proficiency in Microsoft Office Tools (Project, Excel, Word, PowerPoint, etc.)
Experience in Agile methodologies
Experience in DevOps Toolchain methodologies, including Continuous Integration and Continuous Deployment

 
 ",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3cyc7dgW5svTh4_3Z8mR7ezM=
UI/UX Developer,,Remote,,"Job Title : UI/UX Developer 
Client : State Of MD
Location : Remote
Duties:
• Design and implemented responsive web application user interface using JavaScript/CSS/HTML
5/JQUERY.
• Design and develop wireframe or prototypes based on requirements and validate the design with users.
• Develop mobile and cross-browser compatible responsive front-end interfaces using latest frameworks
like Bootstrap and Angular.
• Work with the application team to make sure that the components are in compliance with UI/UX
guidelines and Standards.
• Translate concepts into user flows, wireframes, mockups and prototypes that lead to intuitive user
experiences that are measured and tied to key KPIs.
• Using high and low fidelity design tools, deliver the appropriate interface designs including prototypes,
mockups, wireframes, user stories, user journeys, optimized for a wide range of devices and interfaces.
• Make strategic design and user-experience decisions related to core, and forthcoming functions and
features that maintain a consistent user interface across all product offerings.
• Take a user-centered design approach and rapidly test and iterate the design solutions. Drive and
participate in usability testing,
• Collaborate with other team members and department stakeholders including Business Analysis, UI
Engineering, and Client Support.
• Ability to clearly and effectively communicate design processes, ideas, and solutions to teams and
clients.
 
Education:
• A Bachelor's Degree from an accredited college or university with a major in Computer Science,
Information Systems, Engineering, Business, or other related scientific or technical discipline.
 
Experience:
• Four (6) years of experience in designing and developing web applications, mobile applications and
cross-browser compatible responsive front-end interfaces.
• Four (6) years of experience with web technologies such as HTML, CSS, Node.js, JavaScript and
JQuery.
• Extensive experience using the latest frameworks in JavaScript, Angular, CSS.
• Extensive working knowledge of JavaScript, JSON, REST, XML, JSON, and scripting language.
• Ability to create wireframes and prototypes using latest UI/UX product",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3cwd4Wxe1ZD8H3TqVKZjeyiA=
NC DHHS Salesforce Functional Consultant,,"Raleigh, North Carolina, United States",,"The NC Department of Health and Human Services – Information Technology Division (ITD) seeks a Salesforce functional consultant to support eCATR The North Carolina Department of Health and Human Services requires a salesforce functional consultant to support eCATR which is developed based on Salesforce platform and using agile methodology.Responsibilities include:* Develop requirements and user stories as needed for defect fixes, minor enhancements, and change requests* Author and maintain the team’s backlog of user stories and serve as a subject matter expert on features, user stories, and feature capabilities* Serve as key contact for Salesforce Developer and Tester to answer questions, provide clarifications, and conduct and coordinate business validation* Create business process flows, and test cases. Supports user acceptance testing and collaborate with end-users to create specific training material* As needed, test Salesforce configuration and setup and migrates metadata between Salesforce environments using Copado/change sets Skills needed:*Experience in translating business requirements to user stories to be developed by the development team*Experience in product analysis, technology and /or design experience*Solid understanding of Salesforce platform and SFDC system implementation experience*Experience with Salesforce Service Cloud and Community Cloud*Salesforce Administration Certification preferred*Experience with agile development tools such as Jira, Critical thinking, collaborative and presentation skillsRequired/Desired SkillsSkillRequired /DesiredAmountof ExperienceExperience in translating business requirements to user stories to be developed by the development teamRequired7YearsExperience in product analysis, technology and /or design experienceRequired7YearsSalesforce Administration Certification preferredRequired7YearsExtensive knowledge of business system analysis techniques and testing methodologiesRequired7YearsProven experience with business process design, definition and/or re-design.Required7YearsSolid understanding of Salesforce platform and SFDC system implementation experienceRequired7YearsExcellent communication skills (both verbal and written)Required7YearsExperience with Salesforce Service Cloud and Community CloudRequired5YearsExperience working for State governmentHighly desired5YearsHealthcare related experienceDesired3YearsExperience with agile development tools such as Jira, Critical thinking, collaborative and presentation skillsHighly desired4YearsExperience with Salesforce deployments with multiple clientsRequired3YearsQuestionsNo.QuestionQuestion1Absences greater than two weeks MUST be approved by CAI management in advance, and contact information must be provided to CAI so that the resource can be reached during his or her absence. The Client has the right to dismiss the resource if he or she does not return to work by the agreed upon date. Do you accept this requirement?Question2All work must be completed on site at the manager's discretion. Do you accept this requirement?
Question3Please list candidate's email address HERE that will be used when submitting E-RTR.
Question4Please indicate how soon this candidate is available to start work. Vendors are encouraged to submit candidates that are available for the duration of the assignment.
Question5Vendor must disclose to the agency if the candidate will be subcontracted at the time of submission. Do you accept this requirement?
Question6Vendor must notify the agency if any portion of the requirements listed in this task order are to be outsourced to other countries. Do you accept this requirement?
Question7Candidates submitted above a rate of XXX per hour may not be considered. Do you accept this requirement?
Question8Please confirm you have thoroughly validated, and attest to the accuracy of, the credentials listed throughout this candidate’s VectorVMS profile and resume pursuant to Section 5.2.5 of ITS-009440. Do you confirm?
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c2pCKd2MFNiayJYuVDzh8Xs=
SDET,,"Mountain View, California, United States",,"It will be test case development in Java and C and they will be test cases for software libraries. So, they do need in-depth knowledge of Java and C.

C and Java experience in depth
Linux experience
Strong program management skills
Strong communication skills
Attention to detail
Familiarity with Android Testing
Familiarity with Android development
Familiarity with automotive hardware 
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c9bqvzD2OV_R1A9ean4VhTM=
DHHS Salesforce Application reports Developer,,"Raleigh, North Carolina, United States",,"NC DHHS requires the services of a Salesforce Reports developer to support the reporting needs of CVMS (COVID Vaccine Management System) and eCATR.The North Carolina Department of Health and Human Services requires the services of a reports developer to support the reporting needs of  CVMS (COVID Vaccine Management System) and eCATR.Responsibilities include:- Provide weekly recurring reports to local Health Departments and Specialized providers- Develop Salesforce ad-hoc report requests by DHHS providers- Validate users have access to the reports via Salesforce file folder- Develop Salesforce reports from scratch using best practices- Knowledge of Salesforce prep for report sharing and publish rulesSkills needed:- Salesforce - Data Analysis- Oral and Written CommunicationRequired/Desired SkillsSkillRequired /DesiredAmountof ExperienceSalesforce Certification
Required4YearsExperience using Salesforce Platform Community, Service Cloud, and Gov CloudRequired4YearsOral and Written Communication
Required7YearsData Analysis and tools needed to support data analysisRequired0QuestionsNo.QuestionQuestion1Absences greater than two weeks MUST be approved by CAI management in advance, and contact information must be provided to CAI so that the resource can be reached during his or her absence. The Client has the right to dismiss the resource if he or she does not return to work by the agreed upon date. Do you accept this requirement?Question2Please list candidate's email address HERE that will be used when submitting E-RTR.Question3Vendor must disclose to the agency if the candidate will be subcontracted at the time of submission. Do you accept this requirement?Question4All work must be performed on State premises at the client's discretion. Do you accept this requirement?Question5LOOKING FOR IMMEDIATE HIRE: Please indicate how soon this candidate is available to start work. Vendors are encouraged to submit candidates that are available for the duration of the assignment.Question6Vendor must notify the agency if any portion of the requirements listed in this task order are to be outsourced to other countries. Do you accept this requirement?Question7Candidates submitted above the rate of XXX may not be considered. Do you accept this requirement?Question8Payment for all approved hours will be paid at the straight hourly rate regardless of the total hours worked by the engaged resource. It is the responsibility of the supplier to adhere to any applicable compensation laws including payment for overtime hours. Do you accept this requirement?Question9Please confirm you have thoroughly validated, and attest to the accuracy of, the credentials listed throughout this candidate’s VectorVMS profile and resume pursuant to Section 5.2.5 of ITS-009440. Do you confirm?",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c261g4OLy_TgzmwCJmY0R-s=
C++ Developer,,"Atlanta, Georgia, United States",,"
C++
Shell 
Linux
AWS cloud
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c-FxX5XlirACUQ3erGEN_dM=
Java AWS Developer,,"Atlanta, Georgia, United States",,"
Strong Java Development
AWS Cloud - Core, Lambda, Dynamo, S3, API
Experience working with containerized applications - docker or kubernetes
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c4FA76s4liYpH-Ww8IR9egk=
BSA,,Remote,,"


Amisys knowledge
Macess knowledge
SMA (Senior Market)-knowledge or experience



 ",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c8a2twKatMODS_1QLCrlLzY=
DHHS Salesforce Application Developer,,"Raleigh, North Carolina, United States",,"NC DHHS requires the services of a Salesforce Application developer to support to support the integrations for CVMS (COVID Vaccine Management System)The North Carolina Department of Health and Human Services requires the services of a developer to support the integrations for CVMS (COVID Vaccine Management System). The Salesforce Application Developer for integrations is responsible for the overall development and product management of the integrations for CVMS.Responsibilities include:* Monitor Bulk data load jobs* Boomi EHR jobs—EHR Integration, Boomi NCIR jobs---NCIR Integration, Inventory and Wastage Events jobs* Monitor CVMS jobs:     - Inventory decrement batch for EHR records     - Batch Jobs: NCIR IVS, Pharmacy Product, Identify duplicate, Merge Duplicate, Merge Approved* Assist EY, Boomi teams, CVMS teams, CVMS Team, DHHS team, Reporting Team,NCIR Team,IDHub Team    with queries, integration related and CVMS batch run related support tasks* Participate in meetings as required to support various teams Skills needed:- Salesforce Development Certification for Integration- Salesforce : Apex Classes, Triggers, Visual Force Pages, Controllers, Batch Apex. Lightning Web Components using HTML, Java-script, Salesforce DX, Visual Studio Code, Salesforce CLI, Scratch org for development.- Lightning Experience API’s that include REST API and SOAP API- Boomi Integration- Oral and Written CommunicationRequired/Desired SkillsSkillRequired /DesiredAmountof ExperienceSalesforce Development Certification for Integration
Required4YearsExperience using Salesforce Platform Community, Service Cloud, and Gov CloudRequired4YearsSalesforce: Apex Classes, Triggers, Visual Force Pages, Controllers, Batch Apex. Lightning Web Components using HTML, Java-script, Salesforce DXRequired4YearsLightning Experience API’s that include REST API and SOAP API
Required7YearsSalesforce: Visual Studio Code, Salesforce CLI, Scratch org for development.

Required7YearsBoomi IntegrationRequired7YearsOral and Written Communication
Required7YearsQuestionsNo.QuestionQuestion1Absences greater than two weeks MUST be approved by CAI management in advance, and contact information must be provided to CAI so that the resource can be reached during his or her absence. The Client has the right to dismiss the resource if he or she does not return to work by the agreed upon date. Do you accept this requirement?Question2Please list candidate's email address HERE that will be used when submitting E-RTR.Question3Vendor must disclose to the agency if the candidate will be subcontracted at the time of submission. Do you accept this requirement?Question4All work must be performed on State premises at the client's discretion. Do you accept this requirement?Question5LOOKING FOR IMMEDIATE HIRE: Please indicate how soon this candidate is available to start work. Vendors are encouraged to submit candidates that are available for the duration of the assignment.Question6Vendor must notify the agency if any portion of the requirements listed in this task order are to be outsourced to other countries. Do you accept this requirement?Question7Candidates submitted above the rate of XXX may not be considered. Do you accept this requirement?Question8Payment for all approved hours will be paid at the straight hourly rate regardless of the total hours worked by the engaged resource. It is the responsibility of the supplier to adhere to any applicable compensation laws including payment for overtime hours. Do you accept this requirement?Question9Please confirm you have thoroughly validated, and attest to the accuracy of, the credentials listed throughout this candidate’s VectorVMS profile and resume pursuant to Section 5.2.5 of ITS-009440. Do you confirm?",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c-1SpKcTKXYwMoWidMICFPM=
Data Engineer with BI,,Remote,,"Data Engineer & Business Intelligence
Fully Remote 
Duration: 1 year. 
 
Responsibilities:
Make technical decisions impacting deploying and hosting a scalable and reliable system
Build tooling and processes to improve and accelerate how we ship software
Maintain high standards for deployment and configuration management
Maintain configuration for access control and internal user onboarding
Collaborate with software engineers to improve operability and observability of software components
Stay current with SaaS infrastructure standards and trends
Introduce new technologies and best practices as needed to keep product current
Assist with debugging and solving infrastructure issues as they arise
Manage individual project priorities, deadlines, and deliverables
Participate in stand-up meetings to review progress and perform planning
            
Key Qualifications:
A great attitude, effective communication skills, and a strong sense of ownership
Passionate about automating processes to make everyday development, testing, and deployment easier
Ability to work in an entrepreneurial, fast paced, and collaborative environment
A bachelor's degree in a technical or scientific field, or equivalent experience
At least 7 years of experience deploying, monitoring, and optimizing production SaaS products
Knowledge of and experience with best practices around CI/CD and scalability in cloud infrastructure
Deep understanding of tracing, metrics, monitoring, alerting, and other observability best-practices
Experience configuring and operating a Kubernetes cluster\
Experience with Immuta User Data Policy Management
Experience maintaining a large Terraform configuration
Experience with containerization and orchestration
Thorough understanding of cloud-based services and resources
Thorough understanding of identity and access-management standards
Knowledge of software engineering best practices using GitHub and/or Git Labs.
Ability to effectively analyze and triage production software problems.
Bonus Qualifications:
Experience with Data Mesh
Experience with networking and user/data security
Experience maintaining and scaling distributed systems.
 
 ",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c07XU8rwu7DdxGRFFUJPwhI=
Android developer,,Remote,,"

Senior Android Developer


Android SDK


Java


Javascript


MVC Pattern


Crash file debugging for Android


enterprise distribution


typescript


GIT


Android Studio

",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c8863tfhhd268Url5mc7Z7s=
Business Analyst,,Remote,,"Sr.Business analyst 
Duration: 12 months 
Location: Remote, but needs to support Eastern or Central Time
Note: MUST INCLUDE samples of User Stories with submission to be considered. OEC won't interview anyone without at least one User Story
Key Skills:
Must Have: 
Need strong Sr. BA Background.
Understanding of SQL data modeling and SQL databases (mySQL and MariaDB with PHP back-end)
Creative thinking re: Workflow Engine / Communication tool
Strong Communication 
Strong experience writing User Stories
 
Nice to Have:
Azure DevOps (ADO) experience is a Bonus
 
We are looking for BA resources for OECs CRN (Collision Repair Network) consolidation project.  All 3 resources will be writing features and user stories along with acceptance criteria, we already have epics written.  We have a UI/UX team as well as our existing product team that the resources will be interacting with, they will be augmenting the existing product team.  They will also need to interact with our engineering and QA team on the user stories / acceptance criteria and clarifications.    We will need seasoned BAs because some of the components of the system are more complex (Workflow Engine, Communications/ Alerts Engine, Survey Engine, etc.).  There is also a need for us to write requirements on migrating the data from the existing systems.  Because of the nature of the data and migration, there will need to be requirements on data transformations and how to handle duplicate conflicting data.
 
Some background on the project:
We are in the process of consolidating the functionality of 9 systems from 3 different companies.  The target system will need to keep track of the status of Collision Centers for 16 Car Manufacturer’s Collision Center Certification programs.  The process and questions for each certification program can differ in terms of who is responsible for doing various aspects of the certification and the data needed for the certification.   One of our existing systems is the target system, but there is a lot of missing functionality and the system handles the certification in a different manner to the other systems and needs to be updated to be able to support the needed functionality of the other systems.
 
Skillset:

Ability to write features and user stories along with acceptance criteria for complex processes with little guidance for a SaaS system with enough detail that Engineering can develop from the cards and QA can write test cases.
Experience in the agile methodology.
Ability to understand data models and data relationships.
Ability to work with UI/UX team on user journeys.
Ability to quickly understand existing systems to be able to help identify data/ additional functionality that needs to be migrated to the target platform.
Ability to interact with Business users to further understand and confirm needed functionality as well as to review user stories.
Experience with ADO (Azure DevOps) a plus
Help with user acceptance Testing of the completed user stories
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3cxhssnQaPjSSdKrOyz2xsz4=
IAM/Security Project Manager,,Remote,,"JOB DESCRIPTION for IAM/Security Project Manager
 
Project Manager that has experience in App/Infra Project Management to lead the projects as an extension of the DT team. 
Responsible for Project Planning, Risk/Issue/Change Management, and reporting to the client.
- Experience in managing IT projects dealing with Software Development Life Cycle (SDLC)
- Agile methodology
- Deep knowledge of/experience with formal delivery methodologies
- Creates and executes project work plans and revises as appropriate to meet changing needs and requirements",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3cy1Vm7xCrOPzhOibqJvI5Gs=
NetSuite Developer,,Remote,,"
Netsuite Developer
Develop Web API (support the Enterprise Systems Integrations)
Evaluate Business/functional requirements, impact on existing environments and then implement a solution using SuiteCloud Developer Framework
SuiteScript (develop features)
SuiteCloud IDE
APIs- (Soap, Rest)
Workflow
Rally, Github, or Similar Tools (for Change Management) 
Utilize SuiteTalk for building and automated Test Suite
Integrations using Google Cloud (Apigee)
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3czozvcLppU4NYQWFJ0akhuA=
IOS Developer,,Remote,,"
IOS SDK
Xcode
Java
Javascript
Objective c
MVC Pattern
Crash file debugging for IOS
Apple and google play app store submission of commercial applications
enterprise distribution
typescript
GIT
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c8qe0pVx8CFjVy5EUarb5QI=
PROGRAM MANAGER,,Remote,," 
PROGRAM MANAGER \\C2C \\ 10+ EXP \\ client details are missing (Remote-yes/no, location, duration and who's the client and implementation in HCL/T MOBILE)",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c7kyJsjEWDTamKlY5e7BlGw=
Azure Cloud engineer,,Remote,,"ROLE : Azure Cloud engineer
CLIENT : Metlife
EXPERIENCE : 8+
 
RESPONSIBILITIES:

Collaborate with engineers throughout MLP to ensure we are using best practices to build scalable, secure, and operationally sound systems
Work with the DevOps team to define OKRs for our goals and quantitatively measure progress against those targets.
Problem-solving and unblocking teams using our internal tools
Programmatically automate routine cloud deployment, administration, and monitoring tasks.
Work with teams to migrate/refactor monolithic applications to microservices and the Cloud.
Plan for the growth of MLP’s infrastructure
Develop and maintain Cloud reference architecture and design documents.


Experience with Azure cloud technologies, backup and restore, ASR, networking, NSG, troubleshooting, and operational logging, Gateway, Firewalls, Subnets, Vnets.
Knowledge of azure security constructs, CLI, PowerShell, ARM.
Experience with Terraform or other IaC tools
Azure Administrator certification.
Azure Architect certification.
Build and support Azure cloud deployments.
Operational support of Azure Solutions deployed to the cloud.
Participate in the design and architecture of Azure solutions.
Proficiency in scripting in one or more languages such as Python, Bash, Go, and/or others.
Experience with CI/CD tools such as CodePipeline, CircleCI, or GitHub Actions
Experience with monitoring tools such as Splunk, AppDynamics, Kibana, Thousand Eyes

 ",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3czutg1B7Iwn4V4wHPQRZhbA=
Kubernetes Engineer/ Admin,,Remote,,Kubernates Admin,https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3czubRRd6nDyWsaIKAqn-MXI=
IAM / Security Project Manager,,Remote,,"Role: - IAM / Security Project Manager
Work location: - Scottsdale, AZ/ Remote AZ
Duration :- 6 Months  
Immigration status restrictions: USC, GC, H1B
 
JOB DESCRIPTION for IAM/Security Project Manager
 
Project Manager that has experience in App/Infra Project Management to lead the projects as an extension of the DT team. 
Responsible for Project Planning, Risk/Issue/Change Management, and reporting to the client.
- Experience in managing IT projects dealing with Software Development Life Cycle (SDLC)
- Agile methodology
- Deep knowledge of/experience with formal delivery methodologies
- Creates and executes project work plans and revises as appropriate to meet changing needs and requirements",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c5JluOerJ4ken_qOZXTRFWo=
DHHS Data Analyst,,"Raleigh, North Carolina, United States",,"NC DHHS Data Office seeks a Data Analyst. •Work with Divisions and Offices to understand data challenges and questions•Identify opportunities to leverage data to improve HHS services and beneficiary outcomes•Acquiring data from primary or secondary data sources and maintaining databases•Transforming data into a new format to make it more appropriate for analysis (data wrangling)•Basic data quality profiling and data cleaning•Searching through large data sets for usable information•Creating reports and presentations for business uses•Performing statistical and computational analyses on data to find actionable results•Interpreting data, analyzing results using statistical techniquesKnowledge/Skills/Education: •Excellent oral and written communication skills•Ability to communicate complex data in a simple, actionable way•Ability to visualize data in the most effective way possible for a given project or study•Analytical and problem-solving skills•Experience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.•Familiarity with data management tools•Ability to work independently and with team members from different backgrounds•Excellent attention to detail•Masters or PhD in Informatics, Data Science, or related field, and 3+ years experienceRequired/Desired SkillsSkillRequired /DesiredAmountof ExperienceExcellent oral and written communication skillsRequired3YearsAbility to communicate complex data in a simple, actionable wayRequired3YearsAbility to visualize data in the most effective way possible for a given project or studyRequired3YearsAnalytical and problem-solving skills
Required3YearsExperience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.Required3YearsFamiliarity with data management toolsRequired3YearsAbility to work independently and with team members from different backgroundsRequired3YearsExcellent attention to detailRequired3YearsMasters or PhD in Informatics, Data Science, or related field, and 3+ years experienceRequired3YearsQuestionsNo.QuestionQuestion1Absences greater than two weeks MUST be approved by CAI management in advance, and contact information must be provided to CAI so that the resource can be reached during his or her absence. The Client has the right to dismiss the resource if he or she does not return to work by the agreed upon date. Do you accept this requirement?Question2All work must be completed on-site at the client's discretion. Do you accept this requirement?Question3Please list candidate’s email address.
Question4Please indicate how soon this candidate is available to start work. Vendors are encouraged to submit candidates that are available for the duration of the assignment.Question5Vendor must disclose to the agency if the candidate will be subcontracted at the time of submission. Do you accept this requirement?Question6Vendor must notify the agency if any portion of the requirements listed in this task order is to be outsourced to other countries. Do you accept this requirement?Question7Candidates submitted above the rate of XXX2 will not be considered. Do you accept this requirement?
Question8Payment for all approved hours will be paid at the straight hourly rate regardless of the total hours worked by the engaged resource. It is the responsibility of the supplier to adhere to any applicable compensation laws including payment for overtime hours. Do you accept this requirement?Question9Please confirm you have thoroughly validated, and attest to the accuracy of, the credentials listed throughout this candidate’s VectorVMS profile and resume pursuant to Section 5.2.5 of ITS-009440. Do you confirm?
Question10This position requires that, if selected for the role, candidate agrees to comply with EO224-COVID-19 Guidelines. Do you accept this requirement and affirm you will share this requirement with your candidate and have obtained confirmation that your candidate will comply with these guidelines? Pls reply YES or NO",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c1PVcc22oqLtREoxWl2cYRA=
DevOps Engineer,,"Atlanta, Georgia, United States",,"
This is an onsite position. Please send local candidates if possible, or candidates who are willing to go onsite day 1. 
AWS
Good Understanding of AWS cloud Devops
Jenkins
Preferred for CI/CD
GIT
Good working Knowledge of Build Automation 
Shell Scripting or Python
Kubernetes/ Docker

Strong Containerization Skills


Enterprise Experience - looking for a Senior Resource here
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3cxY90v0rvJMJmaMfWwgQ6kE=
Full Stack Developer,,Remote,,"Full stack Developer
The Full stack developer is responsible for developing and programming a small module or a large component and support designing of a feature or set of features. Work with minimal guidance and contribute to the immediate team in the business. 
 
Job Description:
 

A track record of running through walls to deliver results on API based solutions including designing specifications, testing and measuring outcomes
Build scalable, unit testable solutions for our website applications and do code reviews.
Support culture of good security, coding standards, architecture patterns, resiliency, and documentation practices.
Work across all phases of the software development lifecycle (planning, design, implementation, deployment, operations, and support).
Communicate effectively and efficiently with all associates and business contacts and promote a strong sense of teamwork.
Has strong problem-solving capabilities and can articulate specific technical problems and assignments
Proactive in sharing knowledge and best practices to other team members.
Expert in breaking down problems and development tasks. 

 
Required Skills:

2 or more years’ experience in each of the skills below… 

Modern JavaScript / TypeScript development
Modern build systems such as Rollup, Vite, or WebPack
Strong experience using REST API or gRPC
HTML HTML/CSS
Agile development processes, such as Scrum or Kanban
JavaScript front end frameworks such as React, Angular, Vue, or Lit
Microsoft C# programming language
ASP.NET web development stack


Fluent in English

Preferred Skills:

Hands-on experience with Cloud technologies (Azure, AWS, etc.).
Tableau knowledge
Web Components
Lit
",https://infostride.com/job-openings/?job_id=z5G7h3l6a1kMvyS65NP3c-K4jNbm_deuaAMTQTJtPm4=
