Name of the role,Department,Location,Job type,Job description,URL
Cloud Business Development Lead,Cloud,"Manchester, England, United Kingdom",full,"Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014. We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years. Join us - and help us fulfil our mission to close the world’s digital skills gap. What you’ll bring to the table:As a Cloud Business Development Lead, you will play a strategic and pivotal management role in the Cloud Engineering LoB; accountable for building relationships between the LoB and its clients, growing the accounts, and establishing a strong lasting partnership between AND Digital and the client organisations. As a result, you will need to: Have infrastructure or Cloud experience at a delivery level to assist in day to day management of clients to support our Cloud engineers in the delivery of Cloud projects. Be comfortable that you would be directly responsible for managing and growing anything from six to 12 client accounts and supporting the head of Cloud Engineering. Manage day to day relationships with clients as well as internal operational activities e.g. people scheduling, onboarding, commercial documents and invoicing. Be able to establish deeper partnerships, expand relationships, create new opportunities and grow client accounts. Have strong experience working in digital or tech environments (e.g. web/app development house, marketing agency, consulting, Cloud provider/services etc.). A track record of building outstanding relationships with clients and the ability to win, grow, retain and expand key accounts. Have proven experience in shaping and selling complex and effective propositions, which exceed client expectations and challenge the status quo. Why join AND Digital? We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving. By joining AND, we’ll provide:  Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself.  Benefits  26 days holiday allowance + bank holidays 13 days per year for innovation or upskilling 2 days per year for volunteering Share scheme A £1000 flexifund to use on a personalised list of benefits such Gym membership, Cycle to Work Scheme, Health, dental and optical cash plan  PLUS many more  For a full list of benefits - click hereEqual Opportunities Statement At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team.",https://apply.workable.com/and-digital/j/FFDF8670F9/
Tech Principal - Public Sector,Design,"London, England, United Kingdom",full,"AND Introduction At AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow.  Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses.  We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Public Sector Tech Principal, you: Have broad and flexible technical knowledge that can be applied to each client's unique approach and tech stack Are experienced in navigating public sector technology governance and boards. Experienced taking projects through Authority to Operate, assessing operational needs, security and GDPR. Understand the Tech Code of Practice and how to apply it Understand the main Cloud services including GOV PaaS Take an iterative, test and learn approach to technology solutions (ie don’t just pick something and go with it) We are looking for someone who has: Delivered multiple gov.uk services through all phases from discovery through to public beta as a Technologist Been through multiple service assessments. Experience as an assessor would be even better. Been responsible for developing people through coaching, mentoring and training. Been involved in sales, writing proposals and delivering client presentations Worked closely with civil servants in areas like policy and technology to understand and navigate their challenges and complexities Helped teams deal with challenges and obstacles to get projects back on track You will be part of a new team of public sector experts laying the foundations for our public sector growth plans over the next few years. You’ll be helping teams deliver current projects while setting the standards and shaping how we achieve this growth.Working with multiple teams and Government departments across the country, you will be: Supporting teams and people who are new to the public sector to apply good practises,  build their skills and ensure projects deliver successfully, including through assessments. Working on projects to provide additional support to teams and to help deliver critical needs. Developing and running training (courses, lunch & learns etc) for our teams and our clients. Promote and build internal communities of practice for your profession, sharing knowledge and experience across teams, individuals and projects. Supporting business development at pre-sales and in bids. Building AND’s brand through thought-leadership at events, in the community and writing articles/case studies. Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch. ",https://apply.workable.com/and-digital/j/7300BE17D0/
Squad Lead / Team Lead Amsterdam,Product/Agile,"Amsterdam, North Holland, Netherlands",full,"Squad Lead / Team Lead deliveryWho We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.About YouAs a Squad Lead (Product Delivery Lead or Development Team Lead), you will be leading client delivery teams in building remarkable products as well as line managing and developing people. As a result, you will need to be able to: Have credible expertise in Product Delivery and a real passion for developing others. Craft the delivery team, promote the best delivery practices and have ownership for taking on existing code bases as well as green-field sites. Look out for the strategic goals of our clients with us as well as having a senior delivery role within the team.  Dedicate time to career mentoring members of your squad.  Schedule your squad members onto client work, leading commercial aspects like utilisation, budgets etc. Be accountable for the engagement, wellbeing and performance of your squad. Make decisions about the running of your Club, you will work with us to grow client relationships and accounts and lead club-wide initiatives, driving participation.  To do that, it’s essential you bring the following: Experience working in a professional services set up so that you understand the dynamics of supplier-client relationships; Experience leading Product Delivery Teams, so we know you get what we do Experience leading teams of 5+ people – handling some of the tricky stuff as well as developing the talent within your team; A meaningful area of expertise. Whether your background is as a Developer, an Analyst, a Product Manager or a Product Owner, we expect you to bring skills and experience to encourage both internal and client teams; A deep understanding of a variety of delivery methodologies (most importantly, Agile); An understanding of the need to be flexible – to tailor your approach depending on who you’re working with, to see the opportunity when things aren’t perfect, to enable teams to deliver remarkable work by wearing these different hats! Speak Dutch and English Fluently Joining ANDWhy join AND Digital? We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving. By joining AND, we’ll provide:  Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself. .At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.",https://apply.workable.com/and-digital/j/0B5428377B/
Squad Lead / delivery Lead Rotterdam based.,Product/Agile,"Rotterdam, South Holland, Netherlands",full,"Squad Lead / Delivery Lead (Rotterdam)Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,400 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years. We're proud to announce that we will open up our first Rotterdam based club in the beginning of summer.Join us - and help us fulfil our mission to close the world’s digital skills gap.About YouAs a Squad Lead /Delivery lead, you will be leading client delivery teams in building remarkable products as well as line managing and developing people. As a result, you will need to be able to: Have credible expertise in Product Delivery and a real passion for developing others. Craft the delivery team, promote the best delivery practices and have ownership for taking on existing code bases as well as green-field sites. Look out for the strategic goals of our clients with us as well as having a senior delivery role within the team.  Dedicate time to career mentoring members of your squad.  Schedule your squad members onto client work, leading commercial aspects like utilisation, budgets etc. Be accountable for the engagement, wellbeing and performance of your squad. Make decisions about the running of your Club, you will work with us to grow client relationships and accounts and lead club-wide initiatives, driving participation.  To do that, it’s essential you bring the following: Experience working in a professional services set up so that you understand the dynamics of supplier-client relationships; Experience leading Product Delivery Teams, so we know you get what we do Experience leading teams of 5+ people – handling some of the tricky stuff as well as developing the talent within your team; A meaningful area of expertise. Whether your background is as a Developer, an Analyst, a Product Manager or a Product Owner, we expect you to bring skills and experience to encourage both internal and client teams; A deep understanding of a variety of delivery methodologies (most importantly, Agile); An understanding of the need to be flexible – to tailor your approach depending on who you’re working with, to see the opportunity when things aren’t perfect, to enable teams to deliver remarkable work by wearing these different hats! Joining ANDWhy join AND Digital? We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving. By joining AND, we’ll provide:  Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself. .At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.",https://apply.workable.com/and-digital/j/A540F6665E/
Tech Principal (Amsterdam),Engineering,"Amsterdam, North Holland, Netherlands",full,"Tech Principal (Amsterdam)AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.What you’ll bring to the table:As a Tech Lead, at AND Digital you’ll act as a hands on, senior software engineer working across a Club’s portfolio of clients, onsite and in multi-skilled agile delivery teams. As a result, you will need to be able to: Use your expert tech knowledge to influence the direction of projects whilst coaching and upskilling a team through implementing engineering best practices such as code reviews and pair programming. Work on large-scale, multiple industries, eCommerce and enterprise-level software development projects. Be hands on with development teams, you’ll understand what good code looks like and see the bigger picture, taking architecture into consideration with a DevOps mindset. Give and receive regular feedback to help the Developer community within your Club develop and be more effective will be key. Remain hands on with code, with a clear progression path to become more senior in your field without the responsibility of managing a team. To do that, it’s essential you bring the following:  Full stack Javascript Development experience across MERN stack (Mongo, Express, React, Node) Agile: TDD/BDD, Pair Programming, XP Continuous Integration and Deployment DevOps Tools such as Jenkins, Maven, Docker, Kubernetes, Terraform, It’s helpful if you also have:  Testing tools e.g. Mocha, Jasmine, Selenium, jMeter, jUnit Proficiency with version control software, specifically GitHub Platforms – CMS, eCommerce Databases e.g. MySQL, Postgres, Mongo – designing schemas and optimising queries Joining AND  Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself.At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team.",https://apply.workable.com/and-digital/j/DB21177026/
Tech Principal,Engineering,"Manchester, England, United Kingdom",full,"Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.What you’ll bring to the table:As a Tech Principal at AND Digital you’ll act as a hands-on senior technical subject matter expert working across our portfolio of clients, mixing remote and onsite work in multi-skilled Agile delivery teams. As a result, you will need to be able to: Use your technical knowledge to influence and steer the direction of projects whilst coaching and upskilling a team through implementing engineering best practices Be hands-on with development teams, understand what great code looks like and see the bigger picture, taking into account architecture and applying a DevOps mindset Give and receive regular feedback to help the Developer community within your Club develop and become more effective in their specialisms Remain hands on with code, with a clear progression path to becoming more senior in the field and leading the direction of tech within the Club and across AND Digital Actively be part of the wider AND Digital community, contributing and representing our Club Help shape the people we recruit, the client projects we win and how we evolve the capabilities within our Club Help to build our brand in the Manchester Community and attract talent and clients to AND, this can take many forms, from attending meet-ups to working with our Marketing team As a Principal you will help shape how we deliver our engagements being the content (technical) experts bringing the best thinking of AND to our clients in terms of standards, templates, ways of working, tools and accelerators To be on hand to our Service Delivery team, to assist with understanding the skills required when working on a new engagement, so they can be best placed to understand the scheduling requirements.   To do that, it’s essential you bring the following: Software engineering experience across the whole stack including a specialism in backend Java-based solutions. Kotlin would be an added advantage. Experience of defining and building architectural patterns for example microservice architectures, API development, streaming architectures and micro frontends Experience of working as a senior team member in Scrum or Kanban teams, applying best practices and using common teamwork techniques Continuous integration & deployment and platform management experience Experience of working with common cloud platforms and SaaS providers Proven mentoring skills. Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself. Benefits 26 days holiday allowance + bank holidays 13 days per year for innovation or upskilling 2 days per year for volunteering Share scheme A £1000 flexifund to use on a personalised list of benefits such Gym membership, Cycle to Work Scheme, Health, dental and optical cash plan PLUS many more For a full list of benefits - click hereEqual Opportunities StatementAt AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team.",https://apply.workable.com/and-digital/j/EA87506103/
Software Engineer (Javascript),Engineering,"Amsterdam, North Holland, Netherlands",full,"Software Engineer (Amsterdam)Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.About YouAs a Software Engineer, you will put your development expertise to work, building remarkable, digital products in Agile environments using a variety of languages and frameworks. As a result, you will need to be able to: Work on large-scale, multiple industries, eCommerce and enterprise-level software development projects using languages such as Javascript , React.JS , Node.JS  .  Champion software quality and technical vision for AND and our clients To do that, it’s essential you bring the following: A few years of professional experience in software development Experience with one preferably with more programming languages Ability to champion TDD/BDD/XP Software development Problem solving skills and work as a team to make them a reality Ability to work in a collaborative environment where your ideas and opinions are valued and respected Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself.At AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team. ",https://apply.workable.com/and-digital/j/C91F93C697/
Squad Lead (London),Product/Agile,"London, England, United Kingdom",full,"Squad LeadAND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow. Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses. We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Squad Lead (Product Delivery Lead or Development Team Lead), you will be leading client delivery teams in building remarkable products as well as line managing and developing people. As a result, you will need to be able to: Have credible expertise in Product Delivery and a real passion for developing others. Craft the delivery team, promote the best delivery practices and have ownership for taking on existing code bases as well as green-field sites. Look out for the strategic goals of our clients with us as well as having a senior delivery role within the team.  Dedicate time to career mentoring members of your squad.  Schedule your squad members onto client work, leading commercial aspects like utilisation, budgets etc. Be accountable for the engagement, wellbeing and performance of your squad. Make decisions about the running of your Club, you will work with us to grow client relationships and accounts and lead club-wide initiatives, driving participation.  To do that, it’s essential you bring the following: Experience working in a professional services set up so that you understand the dynamics of supplier-client relationships; Experience leading Product Delivery Teams, so we know you get what we do Experience leading teams of 5+ people – handling some of the tricky stuff as well as developing the talent within your team; A meaningful area of expertise. Whether your background is as a Developer, an Analyst, a Product Manager or a Product Owner, we expect you to bring skills and experience to encourage both internal and client teams; A deep understanding of a variety of delivery methodologies (most importantly, Agile); An understanding of the need to be flexible – to tailor your approach depending on who you’re working with, to see the opportunity when things aren’t perfect, to enable teams to deliver remarkable work by wearing these different hats! Joining ANDFrom the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us: We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.For any internal interest in this role, please speak to your People Ops Lead or Club Exec for more information",https://apply.workable.com/and-digital/j/842D29AEB9/
Solution Architect (London),Engineering,"London, England, United Kingdom",full,"Solution Architect (London)AND IntroductionAt AND, we accelerate the development of digital capabilities. In practice, that means helping ambitious leaders and organisations build the teams, products, processes and even operational structures they need to close the digital skills gap within their organisation today, so that they thrive tomorrow. Clients rely on our experience, agility and craft skills across tech and business strategy, software development and product management to address some of the toughest challenges facing their businesses. We bring aboard thinkers, tinkerers, passionate software craftspeople and inspiring technologists to help us solve these challenges. Together, we’re united by a sense of pragmatism, purpose and a deeply-held belief that digital products and technology alone won’t transform a business or save the world: it’s the people that count.About YouAs a Solution Architect Lead, you will provide solution architecture expertise, supporting our clients to deliver their digital objectives. As a result, you will need to be able to: Analyses and translates business, information and technical requirements into an architectural blueprint that outlines solutions to achieve business objectives for our client Work with our clients to provide solution architecture expertise, supporting our clients to deliver their digital objective Work with enterprise architecture, application and infrastructure teams to produce an optimal designs for the technology to support the product and identifies and designs dependencies with other systems in the enterprise Manage and lead the target design, policies and standards, working proactively to maintain a stable, viable architecture and ensure consistency of design across designated projects Provide hands-on support alongside the Dev Team for complex solutions and code migrations Coach and develop the AND Digital Product Developers across the squads To do that, it’s essential you bring the following: Broad understanding of the key layers of IT architecture including enterprise, data, application and solution, specific to enterprise level eCommerce platforms such as Hybris, ATG and WebSphere A track record of delivering end to end solution architecture for large and complex multi-channel eCommerce or digital projects Experience in cloud technologies such as AWS and Azure, Saas and Iaas, cloud infrastructure and multiple programming languages Experience of best practices processes and frameworks such as TOGAF and architectural patterns / models Experience in a consulting role and confident in presenting /working and building relationships with all levels of seniority, from clients to dev teams. It’s helpful if you also have:  Good knowledge of open source technologies (in full-stack environments) and stretching into code management, testing and deployment tools You have worked for a professional services business, in a solution architecture role for leading corporate clients Commercial awareness of implementing software i.e. cost of system, ownership, impact of new tech into established organisation Good experience and knowledge of the Agile /Scrum delivery process Understanding of IT organisations, functions, roles, activities Joining AND From the work we deliver, to the way we serve and support our people, we work hard to ensure that there’s nowhere quite like AND. But joining a company is a two-way street: the fit has to work on both sides. So before you apply, here’s three key things to understand about us:  We’re built for people - like, real humans. Not ‘resources’ or ‘staff’. That means happiness and wellbeing really do matter to us, and we hate unnecessary hierarchy and bureaucracy. There’s no well-trodden path ahead: AND is growing fast and forging a new trail. That’s exciting, and gives us all the autonomy and opportunity we love - but bear in mind it also demands focus, patience and resilience. Diversity is a priority. After all, to build great products that a wide variety of different people love to use, we need a wide variety of people to help us build them. So diversity is more than a policy or a word: it’s business critical for us. Still sound good? Great! Fill out the short application form below and we’ll be in touch.",https://apply.workable.com/and-digital/j/7B076DA344/
Service Delivery Manager,Client Management,"Halifax, England, United Kingdom",full,"Who We Are:AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014.We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritized by a regional team close to them.This unique model has driven success for our clients and ourselves, evidenced by our remarkable organic growth since 2014. Today we number more than 1,300 people with Clubs all over the UK and Europe with plans for global expansion in the next couple of years.Join us - and help us fulfil our mission to close the world’s digital skills gap.What you’ll bring to the table: A demonstrable background in professional services, in a similar role Strong experience working in digital/tech environment (web/app development house, marketing agency, consulting) Strong business awareness and high commercial acumen Gravitas and proven experience to shape digital function and guide teams through implementation and delivery. Proven experience in shaping and selling complex and effective propositions, which exceed client expectations and challenge the status quo A track record of building outstanding relationship with clients and growing accounts (winning, retaining and expanding key accounts)  Why join AND Digital?We have three values: wonder, share, and delight. These values inform how we work with clients, and our culture: what it feels like to work for AND. We believe collaboration, ambition, curiosity and fun can drive innovation by creating a better environment for problem-solving.By joining AND, we’ll provide: Opportunities to work on projects with big clients and the chance to produce meaningful work that makes a difference to people’s lives. A “Blended Working” model, meaning you will be able to work in a range of locations from; your home, in your clubhouse, on a client, as well as just a change of scenery. A dedicated career scrum team, designed to help you reach your career goals and develop the skills you need to be your best self. An annual budget for training and upskilling, including allocated days off so you don’t have to study in your own free time. Monthly and quarterly team socials - on us - ranging from after work drinks, to driving experience days with your fellow club members. A safe environment for you to be yourself and challenge yourself.  Benefits: 26 days holiday allowance + bank holidays 13 days per year for innovation or upskilling 2 days per year for volunteering Share scheme A £1000 flexifund to use on a personalised list of benefits such Gym membership, Cycle to Work Scheme, Health, dental and optical cash plan  PLUS many more For a full list of benefits - click hereEqual Opportunities StatementAt AND Digital we embrace diversity and are committed to equal opportunities. We are actively recruiting for a diverse and inclusive workforce so want to ensure we do everything we can to support your application.We want you to feel safe and empowered to let us know if you require any adjustments to be made to your application or interview process so please speak to our recruitment team.",https://apply.workable.com/and-digital/j/543ACB114E/
