Name of the role,Department,Location,Job type,Job description,URL
Education Technician - Instructional Assistant II Per Diem,*Education Support,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Health System is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Instructional Assistant at Belmont Behavioral Health System (The Aspen Academy School).

Actively participate in a collaborate professional learning community
Attend all required professional development
Maintain valid certifications and licensure as required by the Pennsylvania Department of Education (PDE)
Support Classroom Teacher in the implementation of whole group, small group or 1:1 instruction
Support and help manage the use of technology in the classroom
Provide classroom management support for the Classroom Teacher at all times
Always actively monitor and supervise students in and out of the classroom
Transition students from one learning space to another
Actively monitor behavioral progress of each student within your class cohort
Reinforce material already introduced by the teacher to the class.
Provide educational assistance to students (as appropriate) on a small group or 1:1 basis
Completes tasks assigned by teacher pertaining to classroom environment, educational materials, and other operational functions in the classroom, i.e. researching materials, phone calls, point sheet tabulation, etc.
Be an active and supporting member of any identified students’ IEP team by adhering to the guidelines provided by school administrator and in accordance with state/federal regulations.
Help manage student behavior through individualized motivational systems in the classroom as well as supporting the school-wide positive behavior support system.
Be versed and able to implement trauma-informed care strategies in the learning environment to minimize disruption and harm
Serve as the substitute teacher in the absence of the Classroom Teacher and implement lesson plans with fidelity and track daily attendance
Complete any additional assigned tasks and documentation as required by the school administrator

The ideal candidate will:

Bachelor’s level degree in Education or other related degree in Human Services. 
Certification in Education or Special Education is preferred, but not required.
Prior experience working with children and/or adolescents with behavioral health challenges within a school setting is highly desirable.

 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=80ce84b5-43ae-4968-8622-19ddb7d334df
DBT PsychoTherapist - Outpatient Services,*Therapeutic Services,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions across multiple levels of care. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Full time, DBT Psychotherapist, in Outpatient Services, with a focus on serving clients within the outpatient services department including partial hospitalization, intensive outpatient, and traditional outpatient level of care.
The Psychotherapist in Outpatient Services provides assessment and ongoing treatment to a caseload on a daily basis. The Psychotherapist will provide one–to-one DBT focused psychotherapy as well as facilitate DBT skills groups to patients. This position may also require providing service to all levels of Outpatient Services (including: general outpatient, and intensive outpatient program (IOP).  This Psychotherapist will complete the required documentation on each patient on a professional level.
This position works under the direction of the Executive Director of Outpatient Services and provides psychotherapy primarily. This position requires providing service to the following age population(s) 18 and older in a manner that demonstrates an understanding of the functional/developmental age of the individual served. 
The ideal candidate will:

LCSW or Psy.D./Ph.D. Preferred
MSW or LSW required. Required
Strong background in DBT required
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=94be1a6d-ee30-4df3-86bc-01130f067e41
CRC Registered Nurse (RN) - PRN,*Nursing,Philadelphia Crisis Response Center,Part Time,"The Registered Nurse participates in developing and evaluating nursing practices provided in the clinical setting and the overall function of the clinical area. This includes planning and providing comprehensive nursing care to PCCRC patients, delivery of medical regimens prescribed for those patients by a licensed physician, and participation in the identification and resolution of nursing practice and PCCRC center problems.
The Philadelphia Children's Crisis Response Center (PCCRC) is seeking a PRN, Registered Nurse (RN). 
Shift Hours:
Standard Commitment PerDiem Employees: Must work a minimum of 32 hours a month (Including at least two scheduled weekend shifts).
High Commitment PerDiem Employees: Must work a minimum of 64 hours a month and be assigned to a unit for an every other weekend commitment. (Weekend shifts will account for 4 of 8 shifts worked)  
Belmont is committed to training and safety. All new-hire RNs will attend a 5-day hospital-wide orientation before spending two weeks in unit orientation with a preceptor. 
The ideal candidate will:
 Graduated from an accredited school of nursing.

A current Registered Nurse (RN) license in the State of Pennsylvania is required.
Current Mandated Reporting Training and CPR certification are required.
Previous psych nursing experience is highly preferred.

 
 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=d2309f14-a773-46a8-88e2-aceeb679a3c4
Nurse Supervisor - Per Diem (PRN),*Nursing,Belmont Behavioral Hospital,Part Time,"We are looking to add compassionate RNs to our nurse team! Belmont Behavioral Hospital is a 180-bed treatment center providing services to children, adults and adolescents on both an inpatient and outpatient basis. 
BENEFITS:
Belmont provides a comprehensive package of benefits for our (Part-Time Benefit eligible and Full Time positions). 
Current benefits include:

Competitive hourly rate with shift differential available
Medical, dental, and vision insurance
Acadia Healthcare 401(k) plan
Excellent training program
Professional growth opportunity that is second to none in the industry.

 
AVAILABLE SHIFTS AND HOURS 
We are currently seeking a Per Diem (PRN), Nurse Supervisor, at Belmont Behavioral Hospital.
 
TRAINING AND ORIENTATION 
Belmont is committed to training and safety. All new-hire RNs will attend a 6-day hospital-wide orientation before spending 2 weeks in unit orientation with a preceptor. 
 
The Registered Nurse:

Provides and coordinate care by assessing physical and behavioral health needs of patient, develop and implement nursing care plans, maintain medical records and educate patients and their families about various physical and behavioral health conditions. 
Provides nursing care and services within the standards and scope of nursing practice as defined within the state Nurse Practice Act regulations, policies, procedures and protocols, as well as facility and corporate policies and procedures.
Ensure physician’s orders are legible if taken verbally and transcribed appropriately per policy and procedure.
Ensure patient’s status is assessed on an ongoing basis and pertinent information gathered is documented. Notify physician of significant changes in status such as difficulties with detox, medical emergency or change in medical status regarding response to medications, etc.
Nursing treatment plans are specific to assessed needs. Initial treatment plan is completed upon admission.

The ideal candidate will:

Graduated from an accredited school of nursing.
Current Registered Nurse (RN) license in the State of Pennsylvania
Current Mandated Reporting Training and CPR certification required.
Previous psych nursing experiencing highly preferred.

Minimum of three years staff nurse experience with minimum of one years in psychiatry and one year management or supervisory experience required.


 
 
 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=0deb53de-a947-4dbf-a9c7-77d176f96231
Physical Education Teacher,*Teacher,Belmont Behavioral Hospital,Full Time,"New oaks Academy is a newly licensed academic private school located within Belmont Behavioral Health System, in Philadelphia. As a progressive educational model, we aim to support our children and adolescents in crisis through a holistic therapeutic and educational approach. New Oaks Academy has made incredible strides in closing the academic gaps of our students while they seek inpatient treatment and we are continuing our journey into year two. We are in a rapid growth model, so there is A LOT of opportunity for professional autonomy, creativity and development. As a result of our expansion this academic school year, we’re looking to fill a few positions.
New Oaks Academy at Belmont is seeking an energetic, collaborative and growth mindset oriented teacher responsible for providing a standards-aligned curriculum in a behavioral health setting. Please see some information documents attached to help get a general idea of who we are and what we do. However, we’re relatively unique, so the best way to learn about us is to come in and meet us!
Are you ready to make some real change?!
Current Positions Available (Will accept Regular and/or Special Education Teacher Applicants):
· (2) K-8 Middle-High School Teachers (primary academic focus in ELA, Math and SEL)
· (1) Music Teacher (can be PT or FT)
· (1) Science Teacher (can be PT or FT)
· (1) 7-12 English Teacher (FT)
· (1) Physical Education Teacher (can be PT or FT)
Requirements: MUST be PA Certified, OR… actively working towards certification, OR willing to work towards certification during the 2022-2023 academic school year
Starting Salary Range: $50,000-65,000 (commensurate with your certification and experience)
Tentative Start Date: October 17th
If you are interest in interviewing and learning more about our teaching opportunities, please identify a day/time below that works best for you.
Available Interview Days/Times (We can provide new days/times week to week)
Wednesday, 9/28
1:30-2:15
2:15-3:00
3:00-3:45
3:45-4:30
Thursday, 9/29
1:30-2:15
2:15-3:00
3:00-3:45
3:45-4:30
Friday, 9/30
10:30-11:15
11:15-12:00
12:00-12:45
I look forward to hearing from you soon,",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=fd646fa1-a6e4-4d35-a386-a07fedd020c1
Child/Adolescent Therapist - Outpatient,*Therapeutic Services,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital currently has an opening for a Full time, Bachelor or Master's Level Therapist in our Outpatient Services. This position will join our multi-disciplinary treatment team focused on serving our Adult Subacute Programming. Our subacute programming is a structured program designed to provide stabilization and stimulation through structured activities and group therapies to our Persons Receiving Services (PRS).
The Therapist in Outpatient Services provides high quality group and individual psychotherapy. This position will also be responsible for a caseload of PRS. This Therapist will complete the required documentation and record keeping on each PRS. This position works under the direction of the Executive Director of Outpatient Services and provides psychotherapy primarily to Adults.
This position requires providing service to the following age population(s) 18 and older in a manner that demonstrates an understanding of the functional/developmental age of the individual served.
The ideal candidate will:

Master’s degree in Social Work or Psychology required.
Group Therapy experience required.
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=7498e8c3-bcd3-4b26-bb13-c4256bf837ea
Full-time Assistant Nurse Manager (Children Services),*Nursing,Belmont Behavioral Hospital,Full Time,"We are currently seeking a Full-time Assistant Nurse Manager (Children’s Services) at Belmont Behavioral Hospital.
The Assistant Nurse Manager will assist in managing a nursing unit's clinical and administrative operations within the scope of an RN license as defined by the state and Nurse Practice Act. 
The Assistant Nurse Manager is responsible for:

Accountable for the standard of care at the facility, providing consultations and expertise in the delivery of care to the patient. 
Assist the Nursing Manager in serving as a clinical and service resource to nursing staff and other staff as assigned. Assist in managing the activities of staff and coordinating safe and appropriate care between departments and disciplines. 
Assist in managing and evaluating work activities of nursing, technical, clerical, service, or maintenance staff for the unit, workgroup, and other facility staff as directed.   
Analyze information/situation to choose the best solution(s) to solve problems. 
Assist with department recruitment, hiring, and training of new staff. 
Identify the educational needs of others and develop educational or training programs.  

The ideal candidate will:
Graduation from an accredited school of nursing. Four or more years of nursing experience and previous experience with the facility's patient population are preferred. Minimum one or more years’ management, charge, or administrative experience required—current RN License in the State of Pennsylvania, and current CPR certificate
Education
Graduate of a professional nursing program. Registered Nurse with a current license to practice in the state of Pennsylvania or seeking licensure through endorsement. Bachelor of Nursing preferred, enrollment in Bachelor of Nursing Program required upon hire or at time of promotion.
 
Training And Experience
Minimum of two (2) years of clinical experience with demonstrated leadership abilities is required. Sound clinical knowledge in areas to be managed. Strong interpersonal skills. Demonstrates ability in Human Resources and Financial Resource Management. Current BLS certification. Basic computer skills.
 
Certification
Board certification is preferred, but not required. Certification is required to be obtained within 2 years of hire.",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=c9d0f974-8ccb-4616-b4ce-4431c432911d
CRC Registered Nurse (RN) - Full-Time -Evening/ Night,*Nursing,Philadelphia Crisis Response Center,Full Time," 
The Registered Nurse participates in developing and evaluating nursing practices provided in the clinical setting and the overall function of the clinical area. This includes planning and providing comprehensive nursing care to PCCRC patients, delivery of medical regimens prescribed for those patients by a licensed physician, and participation in the identification and resolution of nursing practice and PCCRC center problems.
The Philadelphia Children's Crisis Response Center (PCCRC) is seeking a Full time, Registered Nurse (RN). 
Shift Hours: 7p - 7a
Belmont is committed to training and safety. All new-hire RNs will attend a 5-day hospital-wide orientation before spending two weeks in unit orientation with a preceptor. 
The ideal candidate will:
 Graduated from an accredited school of nursing.

A current Registered Nurse (RN) license in the State of Pennsylvania is required.
Current Mandated Reporting Training and CPR certification are required.
Previous psych nursing experience is highly preferred.

 
 ",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=13ee346f-249e-4fcc-9235-751ffaf50551
Human Resource Generalist - Full-Time,*Human Resources,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Full time, Human Resource Generalist, at Belmont Behavioral Hospital.
The Human Resource Generalist is responsible for performing Human Resources related duties on a professional level and works closely with senior HR management in supporting designated functional areas. This position carries out responsibilities in the following functional areas: recruitment/employment, onboarding, policy implementation, and employment law compliance.
The Human Resource Generalist will:

Responsible for a variety of cross-functional duties in the administration of human resources for the facility including: staffing, payroll, employee relations, etc.
Responsible for the selection and interviews for positions within the facility, including selection criteria and appropriate salary levels for positions and budgets.
Manage processes connected with the onboarding of new employees, process terminations largely consisting of ensuring UltiPro data entry and communication to respective departments.
Coordinate new hire and benefits orientation, employee training programs, hiring support, job analysis, compensation analysis, and/or routine employee relations.
Provide coaching and consultation to managers, supervisors and other employees to help solve problems related to human resources.
Responsible for the selection and interviews for positions within the facility, including selection criteria and appropriate salary levels for positions and budgets.
Work with managers to resolve and prevent employee relations issues.
Provide information on employee programs and policies.
Enter and maintain all employee information in UltiPro (HRIS).
Maintain personnel files, including training records and all necessary new hire paperwork.  
Assist managers on performance management, workforce planning, compensation issues, workers compensation, recruitment and onboarding activities.
Complete special projects by clarifying project objective; setting timetables and schedules; conducting research; developing and organizing information; fulfilling obligations.
Update job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.

. The ideal candidate will:

Bachelor’s degree in Human Resources or Business, and a minimum of 2 years experience in Human Resources (preferably in full cycle recruitment), required.
Previous Human Resources/recruitment in a healthcare setting, preferred.
SHRM-CP or SHRM-SCP or equivalent, preferred. 
HRIS experience especially Applicant tracking system request.
Advanced computer skills including Microsoft Office; especially Word, Excel, and PowerPoint.
Ability to work professionally with sensitive, proprietary data & information while maintaining confidentiality.
Excellent interpersonal skills including the ability to interact effectively and professionally with individuals at all levels; both internal and external.
Exercises sound judgment in responding to inquiries; understands when to route inquiries to next level.
Self-motivated with strong organizational skills and superior attention to detail.
Must be able to manage multiple tasks/projects simultaneously within inflexible time frames.  Ability to adapt to frequent priority changes
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=00b60a4a-9004-4fc2-8bb7-c6e0baac9655
Licensed Psychologist,*Therapeutic Services,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
We are currently seeking a Licensed Psychologist at Belmont Behavioral Hospital.
The Licensed Psychologist will:

Assess and diagnose patient utilizing specialized knowledge and skills.
Develop and implement patient care plans based on area of defined clinical expertise, risk and overall patient care complexity and identifies desired patient outcomes.
Prescribe and manage medications by the prescriptive authority allowed within the state the facility operates.
Evaluate and monitor patient outcome and response to care using current best practice guidelines and developed clinical protocols.
Provide clinical leadership in assessment, treatment planning, general healthcare, medical and psychosocial approaches.
Collaborate with clinical staff in assessment, treatment planning, general healthcare and a review of patient progress and treatment.
Provide consultation and training to other team members regarding the patient medical psychological care, including pharmacologic management needs.
Conduct psychological assessments. Educate consumers and their families regarding medications/symptoms/illness/side effects upon request.
Collaborate with other providers as necessary.
Participate in the on-going assessment and therapeutic engagement of patient.
Order, interpret and evaluate laboratory tests and other diagnostic studies appropriate for patient care.
May administer psychological testing, scoring and interpreting psychological tests, and advise others on the appropriateness of psychological testing. May perform evaluations of personality and cognitive functioning.
Demonstrate a positive, empathetic and professional attitude towards customers always.  When patient needs are not met, acknowledge and work to resolve complaints.  Recognize that patient safety is a top priority.

OTHER FUNCTIONS: 

Perform other functions and tasks as assigned.

EDUCATION/EXPERIENCE/SKILL REQUIREMENTS:

Master's or PhD in Psychology from an accredited college or university required, level determined by the state in which the facility is operating.
Three or more years' experience post Masters preferred.
Able to use various modalities, including individual, couples, family and group psychotherapy.
One year experience required in a supervisory capacity in a mental health treatment program, preferably including both clinical and administrative supervision.

LICENSES/DESIGNATIONS/CERTIFICATIONS: 

Current professional license, per state regulations/requirements.
Must have and maintain a valid driver's license, maintain automobile insurance coverage and have access to an automobile, where facility requires.
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=03912fe2-6148-4871-a4ea-465179c5e718
Dietary Aide - PRN,*Food Services,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Dietary Aide, in our Food Services Department.
The Dietary Aide will assemble trays, according to diets on the tray line, serve food in the cafeteria. Other functions will include transportation of food trucks to units, cleaning equipment, dishes, preparing snacks, and putting stock away.

Keeps work area clean, neat, organized, and free of clutter at all times.
Follows the “clean as you Go” motto at all times.
Properly stores food and follows the FIFO method when pulling stored food.
Covers, labels, and dates all foods to be stored in the refrigerators, freezers and storage room.
Follows assignments on daily production sheets and notifies Director if unable to complete an assignment prior to the end of the shift and when supplies are needed.
Follows Production sheets/Menu items/Portion control given by Food Service Director.
Avoids any possible cross- contamination by the following proper infection control policy and procedures demonstrated in the department’s policy and procedure manual.
Demonstrates an understanding of the HACCP guidelines by the following proper time, temperature, and storage controls and completes the appropriate documentation as required.
Notifies the Director when any production or storage problems occur.
Communicates to the Director if any irregularities immediately.
Demonstrates the knowledge of all therapeutic diets and what food items or ingredients are allowed.
Assembles patient meals by following standard portion sizes, temperatures, and diet modifications.
Handles customers in the cafeteria in a professional and polite manner.
Prepares the cafeteria with all items prior to opening, serves food using established portion sizes, ensures that the items are restocked and all tables and equipment are cleaned.
Prepares snacks daily for the next day.
Load, run and unload dish machine. Keep dish machine/area clean at all times.
Properly stores all equipment in its established location, air dry pots/pans at all times prior to storing them.
Follows proper procedures when mopping and using wet floor signs.
Demonstrates the proper procedure when disposing of trash.
Follows proper infection control policy and procedures at all times by wearing gloves, hair restraint and follows hand washing techniques.
Demonstrates proper procedures when cleaning kitchen equipment, such as food carts, dish machine, and mops etc…

The ideal candidate will:

High School diploma or equivalent required. 
ServSafe Certification or similar food safety certification, where required by the state and facility.
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=28484280-b25b-400f-aa10-adfc36cde759
Maintenance Assistant (Maintenance Mechanic) - Night Shift PRN,*Facility Operations,Belmont Behavioral Hospital,Part Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Night Shift PRN Maintenance Assistant (Maintenance Mechanic), in our Plant Operations Department.
The Maintenance Mechanic is responsible for performing the day to day functions of plant operations, completion of preventative maintenance, locating sources of mechanical and equipment problems, removing and adjusting defective parts. Maintains equipment, parts, and supplies inventories. Prepares and maintains mechanical maintenance charts and reports as required. Stocking, cleans, and maintains maintenance department. Responsible for providing team support within all departments and excellence in quality customer service. Responsible for knowing, understanding, and adhering to company and department safety policies and procedures. Works in a safe manner whenever on company property. Immediately reports safety problems to supervisor or a manager. Attends all company safety training's. Reports any work-related injury or illness to supervisor immediately and prior to the end of the scheduled shift.

Will ensure operation of machinery and mechanical equipment.
Will locate sources of problems by observing mechanical equipment in operation.
Will remove and/or replace defective parts by dismantling using hand or power tools.
Will maintain equipment, parts and supplies inventories by checking stock and informing supervisor when stock is low.
Will maintain a safe and clean working environment by complying with procedures, rules and regulations.
Will perform HVAC, plumbing, electrical, carpentry and painting repairs as necessary.
Will complete all mechanical room logs/call log book each day.
Will perform preventative maintenance as necessary.
Will complete and turn in all work orders in a timely manner.
Will respond quickly in the event of an emergency and notify appropriate personnel and follow safety protocol.
Performs and helps with Snow Removal.
Shift Mechanics will answer radio calls and round all mechanical rooms daily.

The ideal candidate will:

High school diploma or equivalent required.
Two to five years working in Maintenance preferred.
Experienced in operating a variety of equipment, including snow blowers, plow and power tools.
Able to work well with minimal supervision.
Ability to prioritize tasks and follow specified procedures. 
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=1e30ccb7-dd8f-453c-aec1-aadedf68d92c
Adult Outpatient Case Manager,*Case Management,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
 
•Apply psychotherapeutic techniques and interventions in the delivery of services to individuals and families for the purpose of treating such diagnosed emotional and behavioral disorders.•Conduct a psychosocial assessment and develop an initial discharge plan.•Conduct individual, group or family sessions as appropriate for the treatment plan of the patient. •Provide initial treatment planning for patient based on assessment and coordinate any additional services needed, revising as necessary.•Maintain a caseload as assigned.
The ideal candidate will:

Master's degree in Psychology, Social Work, Counseling or other therapeutic field is required
Case Management experience preferred.
One or more years’ experience with the specific population of the facility is required. 
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=730a7f32-ffd8-4a04-902d-c3c4486ce38e
Nurse Manager - Adolescent Services,*Nursing,Belmont Behavioral Hospital,Full Time,"The successful Nurse Manager candidate for this position will lead a general psychiatric unit providing both administrative and clinical support. The multidisciplinary care teams, consisting of psychiatrists, registered nurses, behavioral health technicians, therapists, teachers, psychologists, and social workers will focus on the stabilization and treatment of patients in crisis. The new units provide an optimal setting for mental health services aimed at meeting the needs of patients and their families. The physical environment promotes a range of activities such as group and recreational therapies, music, quiet space, access to technology to facilitate education, and family visitation.
The Nurse Manager is responsible for the quality, safety, and efficiency of patient care providers in the assigned department(s). This includes functional responsibility for the day-to-day operation of all components of the department(s) and integration into the hospital's network, personnel, planning, budgeting, marketing, clinical review, and committee structure. Assumes leadership role planning for the department(s) including but not limited to personnel, performance improvement, patient safety, regulatory compliance, programs/services, and physical plant issues.
Job Duties And Responsibilities

Assumes 24-hour responsibility/accountability for planning, organizing, and supervising care necessary to assure patient safety and meet the needs of patients served by assigned department(s).
Performs direct administrative functions for assigned department(s).
Develops, implements, and evaluates a short and long-range of performance improvement and operational goals and objectives for the department(s).
Implements policies, procedures, rules, regulations, and recommended practices and ensures that clinical practice standards are met.
Analyzes and responds accordingly to unit-specific performance, outcome, and financial data.
Develops capital and operational budgets in collaboration with Finance, hospital, and Service line leadership.
Selects motivates and retains staff; initiates formal recognition plan.
Responsible for developing and evaluating staffing based on patient care needs while maintaining costs within budget.
Maintains departmental records for administrative and regulatory purposes.
Facilitates unit-based councils participate in network councils, leads projects for performance improvement, and organizes monthly staff meetings and committee meetings.
Enhances job knowledge by remaining current in trends in the health care industry and specialty areas.
Works closely with appropriate medical staff leadership and members in the development and attainment of departmental goals.
Promotes an environment that fosters inquiry and creative thought, nursing education, development and application of evidence-based practice initiatives, and maintenance of staffing competencies.
Reviews performance of staff, assures staff competency, and initiates remedial actions, when appropriate.

 
Education
Graduate of a professional nursing program. Registered Nurse with a current license to practice in the state of Pennsylvania or seeking licensure through endorsement. Bachelor of Nursing preferred, enrollment in Bachelor of Nursing Program required upon hire or at time of promotion.
 
Training And Experience
Minimum of two (2) years of clinical experience with demonstrated leadership abilities required. Sound clinical knowledge in areas to be managed. Strong interpersonal skills. Demonstrates ability in Human Resources and Financial Resource Management. Current BLS certification. Basic computer skills.
 
Certification
Board certification is preferred, but not required. Certification is required to be obtained within 2 years of hire.",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=75b6c7ad-977d-4989-9e58-33b2ab35741d
Maintenance Assistant (Maintenance Mechanic) - Night Shift FT Temp to Perm,*Facility Operations,Belmont Behavioral Hospital,Full Time,"Belmont Behavioral Hospital is a premiere provider of comprehensive treatment for mental health conditions and substance abuse problems. Having been in operation for over 75 years as one of the most prominent providers of behavioral healthcare treatment services, Belmont is proud to offer high quality and specialized programming options for children, adolescents, adults, and older adults who are suffering from psychiatric concerns and chemical dependency.
Belmont Behavioral Hospital currently has an opening for a Temp to Perm FT Night Maintenance Assistant (Maintenance Mechanic), in our Plant Operations Department.
The Maintenance Mechanic is responsible for performing the day to day functions of plant operations, completion of preventative maintenance, locating sources of mechanical and equipment problems, removing and adjusting defective parts. Maintains equipment, parts, and supplies inventories. Prepares and maintains mechanical maintenance charts and reports as required. Stocking, cleans, and maintains maintenance department. Responsible for providing team support within all departments and excellence in quality customer service. Responsible for knowing, understanding, and adhering to company and department safety policies and procedures. Works in a safe manner whenever on company property. Immediately reports safety problems to supervisor or a manager. Attends all company safety training's. Reports any work-related injury or illness to supervisor immediately and prior to the end of the scheduled shift.

Will ensure operation of machinery and mechanical equipment.
Will locate sources of problems by observing mechanical equipment in operation.
Will remove and/or replace defective parts by dismantling using hand or power tools.
Will maintain equipment, parts and supplies inventories by checking stock and informing supervisor when stock is low.
Will maintain a safe and clean working environment by complying with procedures, rules and regulations.
Will perform HVAC, plumbing, electrical, carpentry and painting repairs as necessary.
Will complete all mechanical room logs/call log book each day.
Will perform preventative maintenance as necessary.
Will complete and turn in all work orders in a timely manner.
Will respond quickly in the event of an emergency and notify appropriate personnel and follow safety protocol.
Performs and helps with Snow Removal.
Shift Mechanics will answer radio calls and round all mechanical rooms daily.

The ideal candidate will:

High school diploma or equivalent required.
Two to five years working in Maintenance preferred.
Experienced in operating a variety of equipment, including snow blowers, plow and power tools.
Able to work well with minimal supervision.
Ability to prioritize tasks and follow specified procedures. 
",https://recruiting.ultipro.com/ACA1001/JobBoard/f24b6286-a80b-4d02-e4e1-ad04762a00de/OpportunityDetail?opportunityId=24af2a33-4fb2-43ca-aa1c-35efcdb1b922
