Name of the role,Department,Location,Job type,Job description,URL
Sr. IT Support Engineer,Business Technology,"Palo Alto, CA",,"TripActions is looking for a Sr. IT Support Engineer to join the TripActions IT Support Organization for our Palo Alto HQ Office.  You are a subject matter expert that drives issue resolutions and provides strong customer focus.  You will be part of a support team that provides high quality service, consistent messaging, and dynamic support. Primary responsibilities will be supporting the office, as well as providing remote support for all of TripActions users globally. 
You will be joining a company that moves at a rapid pace. Each day will be different, with tasks ranging from troubleshooting and solving user issues, as well as hands on support  for all IT supported equipment and functions. This role is primarily onsite at the Palo Alto office Monday-Friday (core business hours) based on a schedule set by your manager.
TRAVEL: Based in Palo Alto. Travel to other TripActions locations to be expected, less than 10% of the time.
What You'll Do:

Provide daily onsite and remote IT support for our employees 
Break/Fix support as issues are discovered and resolving issues in a timely manner
Proactively look for opportunities to increase customer and team productivity
Identify root cause of issues and document resolution in ticketing system
Create knowledge articles and videos to enable our team and employees with technology best practices
AV event support during All Hands and various departmental events 
Drive a seamless and amazing onboarding experience for our new employees
Asset management and inventory control
Strive to resolve all employee support interactions on first touch, whenever possible, while proactively and conscientiously balancing competing demands in a fast-paced environment
Assist with projects as assigned 
Bring a positive and fun spirit to the work you do each and every day 


What We're Looking For:
Minimum REQUIRED Knowledge, Skills, and Abilities:

5+ years experience with Mac and PC technical support 
5+ years experience working in a heavily SaaS based environment with responsibility managing user/role based access to systems 
Strong knowledge of Saas based tools such as Slack, GSuite, Jamf, Intune, Okta
4+ years supporting AV events in corporate environments
Experience with Zoom and Zoom phone
Experience with high priority escalations and high-pressure situations
Strong ability to multi-task and successfully coordinate multiple projects simultaneously; ability to prioritize activities effectively, while ensuring a high level of accuracy and attention to detail
Excellent communication skills and customer service attitude
High level of integrity and ability to work discreetly in situations where you may have access to sensitive information
Self-starter with initiative and a high 'figure it out' factor 
Proven desire to take ownership of tasks and projects and follow through to completion
",https://tripactions.com/careers/openings/4602589?gh_jid=4602589
"Sr. Engineering Manager, Fintech ",Engineering: Fintech,"Palo Alto, CA or San Francisco, CA",,"About Us 
TripActions is the all-in-one travel, corporate card, and expense management solution, providing more than 8,000 customers around the globe with unprecedented visibility and control over spend. Trusted by finance teams and travelers alike, TripActions leverages real-time data to help companies keep traveling employees safe, reduce spend, and drive productivity.
 
TripActions’ investors include such visionaries as Andreessen Horowitz, Lightspeed Ventures, Greenoaks, Zeev Ventures, and entrepreneurs Lee Fixel, Adam Bain, and Elad Gil. In Oct 2022, TripActions announced its Series G upround at a post-money valuation of $9.2B to help accelerate future growth plans. In February 2022, the TripActions Group announced its acquisition of Berlin-based travel management company, Comtravo, which was closely followed by the addition of leading Scandinavian travel agency Resia AB, the group’s third acquisition in nine months following the acquisition of Reed & Mackay in May of 2021. 
 
At TripActions, we’re never satisfied with the status quo, and we know breakthrough ideas come from diverse perspectives. We are committed to cultivating a workplace that reflects the diversity of the customers we serve while fostering leadership and innovation. All voices are valued here and you’ll have the resources, tools, and training you’ll need to do the best work of your life.
 
What You'll Do:
At TripActions, “It’s all about the user.  All of them.” We’re passionate about providing a seamless one-stop experience for payments, travel, and expenses. 

You will be responsible for leading a Liquid engineering team and pushing the boundaries to build a great product. As a leader and manager of the area, you will be partnering with product management to develop a vision and roadmap for your product area. 
The role requires you to exercise your technical chops and scale the architecture across a variety of systems, make the system highly reliable, dive into product metrics and come up with insights to improve the overall product. You will work closely with teams that are involved with Payments, Travel and Expenses. 

 
What We’re Looking For:

5 or more years of experience building scalable systems
5 or more years of programming experience
Bachelors or Masters degree in a technical discipline
Strong leadership skills to get things done by challenging the status quo and making decisions in a fast-moving, rapidly changing environment 
Proven experience coaching and mentoring engineers
Strong technical background in making long-term architectural decisions and trade-offs
Excellent communication and collaboration skills working with stakeholders and domain experts across the company to design solutions to user problems
Prior experience working at startups and/or on consumer-facing products
Experience working with Payments, Risk and Fraud
Experience leading full stack teams

",https://tripactions.com/careers/openings/4609830?gh_jid=4609830
Sr. Engineering Manager,Engineering: Business Travel,"Tel-Aviv, Israel",,"TripActions is looking for a Sr. Manager of Engineering, Support to help lead a product-focused engineering team. This team develops and supports the features that our end users will rely on every day and delivers delightful, consumer-like experiences in the workplace. 
This position will be responsible for growing a Product Engineering team (e.g. recruiting, career development, mentoring), as well as project execution (e.g. high quality feature releases and improvements). The role will have both ICs and Managers as direct reports.
 
What You’ll Do:

Under the direction of our local Head of Engineering, you will lead our growing software engineering team
Oversee product development from concept to production
Drive timely delivery of our products
Provide technical direction, guidance, and hands-on management
Communicate cross functionally and drive engineering efforts
Plan for operational efficiency to scale products, programs and practices as we grow and expand
Be a voice for the team and strong culture carrier with leadership

 
What We’re Looking For:

Experience growing and scaling software teams, both front-end, back-end and mobile
8+ years of Software Development Experience
4+ years of experience leading/managing large cross-functional development teams globally
Ability to balance business needs, a sense of urgency, and shipping high quality and pragmatic solutions
Experience in building and maturing engineering teams and infrastructure in a startup environment
Strong analytical skills and a sense of ownership/accountability
Experience in building teams, hiring, coaching, and motivating staff through learning and development
A Bachelor’s degree in Computer Science, Computer Engineering, or equivalent work experience
",https://tripactions.com/careers/openings/4530846?gh_jid=4530846
"Sr. Director of Data, Travel",Data,"Salt Lake City, UT",,"We are looking for an experienced data leader to join our team and help take our application of BI/DS in Travel to the next level!
 
What You'll Do:

This person should be curious and inject curiosity into their group
Define and iteratively execute your plan to better understand and maximize the sufficient causal drivers of our business
Collaborate with dozens of internal stakeholders to help set company-wide strategy across all areas of our Travel product
Improve our ability to both ask better questions and answer questions better, using a combination of both qualitative and quantitative information
Manage a growing team through layers and reinforce a culture of context (not control), democratized power, radical candor
Continue to scale and up-level a highly committed team via rapid hiring, functional practices, and a culture of excellence

 
What We're Looking For:

10+ years of experience in at least 3 of the 4 following areas: data science, machine learning, product analytics, and/or user research
3+ years of management experience, including working with cross-functional teams and managing managers
Exceptional background in managing a data team for a Travel product in the industry (Flights, Hotels, Cars, Rails, etc.)
Exceptional ability to translate between business and technical audiences, especially in summarizing highly technical analyses to non-technical audiences
Strong people management abilities and instincts, especially managing managers and managing a wide range of cross-functional stakeholders
Strong analytical and/or quantitative background
Experience with Tableau and/or Snowflake is a plus

 ",https://tripactions.com/careers/openings/4534962?gh_jid=4534962
"Sr. Director of Data, Travel",Data,"New York, NY",,"We are looking for an experienced data leader to join our team and help take our application of BI/DS in Travel to the next level!
 
What You'll Do:

This person should be curious and inject curiosity into their group
Define and iteratively execute your plan to better understand and maximize the sufficient causal drivers of our business
Collaborate with dozens of internal stakeholders to help set company-wide strategy across all areas of our Travel product
Improve our ability to both ask better questions and answer questions better, using a combination of both qualitative and quantitative information
Manage a growing team through layers and reinforce a culture of context (not control), democratized power, radical candor
Continue to scale and up-level a highly committed team via rapid hiring, functional practices, and a culture of excellence

 
What We're Looking For:

10+ years of experience in at least 3 of the 4 following areas: data science, machine learning, product analytics, and/or user research
3+ years of management experience, including working with cross-functional teams and managing managers
Exceptional background in managing a data team for a Travel product in the industry (Flights, Hotels, Cars, Rails, etc.)
Exceptional ability to translate between business and technical audiences, especially in summarizing highly technical analyses to non-technical audiences
Strong people management abilities and instincts, especially managing managers and managing a wide range of cross-functional stakeholders
Strong analytical and/or quantitative background
Experience with Tableau and/or Snowflake is a plus

 ",https://tripactions.com/careers/openings/4534964?gh_jid=4534964
"Sr. Director of Data, Travel",Data,"Palo Alto, CA or San Francisco, CA",,"We are looking for an experienced data leader to join our team and help take our application of BI/DS in Travel to the next level!
 
What You'll Do:

This person should be curious and inject curiosity into their group
Define and iteratively execute your plan to better understand and maximize the sufficient causal drivers of our business
Collaborate with dozens of internal stakeholders to help set company-wide strategy across all areas of our Travel product
Improve our ability to both ask better questions and answer questions better, using a combination of both qualitative and quantitative information
Manage a growing team through layers and reinforce a culture of context (not control), democratized power, radical candor
Continue to scale and up-level a highly committed team via rapid hiring, functional practices, and a culture of excellence

 
What We're Looking For:

10+ years of experience in at least 3 of the 4 following areas: data science, machine learning, product analytics, and/or user research
3+ years of management experience, including working with cross-functional teams and managing managers
Exceptional background in managing a data team for a Travel product in the industry (Flights, Hotels, Cars, Rails, etc.)
Exceptional ability to translate between business and technical audiences, especially in summarizing highly technical analyses to non-technical audiences
Strong people management abilities and instincts, especially managing managers and managing a wide range of cross-functional stakeholders
Strong analytical and/or quantitative background
Experience with Tableau and/or Snowflake is a plus

 ",https://tripactions.com/careers/openings/4559684?gh_jid=4559684
"Sr. Director of Data, Travel",Data,"Seattle, WA",,"We are looking for an experienced data leader to join our team and help take our application of BI/DS in Travel to the next level!
 
What You'll Do:

This person should be curious and inject curiosity into their group
Define and iteratively execute your plan to better understand and maximize the sufficient causal drivers of our business
Collaborate with dozens of internal stakeholders to help set company-wide strategy across all areas of our Travel product
Improve our ability to both ask better questions and answer questions better, using a combination of both qualitative and quantitative information
Manage a growing team through layers and reinforce a culture of context (not control), democratized power, radical candor
Continue to scale and up-level a highly committed team via rapid hiring, functional practices, and a culture of excellence

 
What We're Looking For:

10+ years of experience in at least 3 of the 4 following areas: data science, machine learning, product analytics, and/or user research
3+ years of management experience, including working with cross-functional teams and managing managers
Exceptional background in managing a data team for a Travel product in the industry (Flights, Hotels, Cars, Rails, etc.)
Exceptional ability to translate between business and technical audiences, especially in summarizing highly technical analyses to non-technical audiences
Strong people management abilities and instincts, especially managing managers and managing a wide range of cross-functional stakeholders
Strong analytical and/or quantitative background
Experience with Tableau and/or Snowflake is a plus

 ",https://tripactions.com/careers/openings/4534373?gh_jid=4534373
Sr. Accountant – EMEA,Finance,"Gothenburg, Sweden",,"You will regularly participate in project discussions with cross functional teams where your ability to connect business objectives with finance requirements will show. You can easily and quickly move between different tasks with a high ability to manage priorities and deadlines.
The ideal candidate is someone who thrives in a high growth environment and easily adjusts to rapid changes in people, process, and product. 
What You'll Do:
In this position you are responsible for an accurate and timely completion of Financial Accounting activities such as, GL accounting, Fixed assets accounting, Intercompany accounting and period end close. 
Within this dynamic role your main tasks and responsibilities will be:

Prepare and Review GL accounting activities in line with month end close deadlines; including preparation of flux and variance analysis for up to 4 entities.
Calculation of cost-plus revenue including monthly tax charges
Review intercompany accounting activities;
Assisting with local statutory requirements where needed 
Ad Hoc Financial Projects and process improvements
Prepare (financial) information, analyses and reconciliations
Provide assistance to other departments on financial and accounting matters

 
What We're Looking For:
Are you a financial expert with a flexible mind? Are you accurate and can you easily connect the dots? Would you like to work in a highly entrepreneurial environment? Then you might be our new Financial Accountant, joining the TripActions Finance team!

At least a bachelor's degree in Accounting, Economics or equivalent;
Relevant experience in a Financial Accounting role (PQE MIN2 YEARS)
Good English skills
Knowledge and experience with HGB, (US GAAP and IFRS nice to have)
Knowledge and experience with Netsuite and Datev is an advantage
Ability to perform to high standards in fast paced environment.
Strong verbal and written communication ability
Creative thinker that independently generates and executes on ideas
Organizational skills to manage multiple concurrent projects with varied stakeholders

 
#LI-BW1
#LI-Hybrid
",https://tripactions.com/careers/openings/4623163?gh_jid=4623163
Software Engineer - New College Grad,Liquid,"Palo Alto, CA",,"We are looking for passionate iOS Engineering Interns and new college graduates to develop and deliver end-user facing features for the TripActions app - which is a travel companion app, that goes with the traveler. You will work closely with a set of talented engineers, product managers and designers to identify customer needs and build innovative solutions to solve them. You will analyze and optimize UI for quality, efficiency and performance. Ideally, you will quickly ramp up on the existing features and you’ll be responsible for shipping the features into production. 
What You'll Do:
Throughout your time you’ll be working on the latest technologies to reconstruct the future of travel.  You’ll be building a compelling set of features to help travelers navigate a stress-free travel experience. By the end of the internship, you will have the opportunity to showcase your work to the broader company. 
You’ll have the opportunity to fly the plane from the start. You’ll solve real, challenging problems from start to finish with the support of a dedicated mentor and manager. You’ll also participate in exclusive leadership lunch & learns, learn from the company in weekly all-hands meetings, and have the opportunity to network with cross-functional teams through our buddy matching program. You’ll have the opportunity to immerse yourself in TripActions’ culture through intern and team bonding events, professional development workshops, volunteering activities and more. 
What We're Looking For: 

BS or MS in Computer Science or Computer Engineering Graduation Year: Dec 2022 - June 2023 
Experience in building complex and quality mobile iOS apps 
Passion for delivering quality end-user facing products
Excitement for taking on projects that directly impact our travelers
Willingness to operate in a fast-paced environment
",https://tripactions.com/careers/openings/4488671?gh_jid=4488671
Software Engineering Internship,Engineering: Fintech,"Palo Alto, CA",,"We are looking for passionate iOS Engineering Interns to develop and deliver end-user facing features for the TripActions app - which is a travel companion app, that goes with the traveler. You will work closely with a set of talented engineers, product managers and designers to identify customer needs and build innovative solutions to solve them. You will analyze and optimize UI for quality, efficiency and performance. Ideally, you will quickly ramp up on the existing features and you’ll be responsible for shipping the features into production. 
What You'll Do:
Throughout your internship you’ll be working on the latest technologies to reconstruct the future of travel.  You’ll be building a compelling set of features to help travelers navigate a stress-free travel experience. By the end of the internship, you will have the opportunity to showcase your work to the broader company. 
As an intern, you’ll have the opportunity to fly the plane from the start. You’ll solve real, challenging problems from start to finish with the support of a dedicated mentor and manager. You’ll also participate in exclusive leadership lunch & learns, learn from the company in weekly all-hands meetings, and have the opportunity to network with cross-functional teams through our buddy matching program. You’ll have the opportunity to immerse yourself in TripActions’ culture through intern and team bonding events, professional development workshops, volunteering activities and more. 
What We're Looking For: 

BS or MS in Computer Science or Computer Engineering Graduation Year: Dec 2023/June 2024
Experience in building complex and quality mobile iOS apps 
Passion for delivering quality end-user facing products
Excitement for taking on projects that directly impact our travelers
Willingness to operate in a fast-paced environment
",https://tripactions.com/careers/openings/4671173?gh_jid=4671173
Social Media Manager,Marketing: Business Travel,Remote (USA),,"TripActions is looking for a talented Social Media Manager to join the Corporate Marketing team. As the Social Media Manager, you will be responsible for developing and implementing our Social Media strategy in order to increase our online presence and improve our marketing and sales efforts. You’ll drive engagement by creating high-quality original content, manage our community by responding to comments, and oversee our customer service across all platforms.
What You’ll Do:

Act as a Creator to develop in-house video content 
Develop, implement and manage our social media strategy, including TOV interpretations for a given platform and audience
Define social media KPIs
Manage and oversee social media content
Measure the success of every social media campaign
Stay up to date with the latest social media best practices and technologies
Use social media marketing tools 
Attend conferences and events to create “man-on-the-sreet” content 
Work with copywriters and designers to ensure content is informative and appealing
Collaborate with Marketing, Sales, and Product Development teams
Monitor SEO and user engagement and suggest content optimization
Communicate with industry professionals and influencers via social media to create a strong network
Share results & insights with cross-functional stakeholders

What We’re Looking For:

3–5 years of professional experience in a Social Media Specialist, Manager, or similar role
Prior experience in social media strategy development to build brand awareness and impressions
Excellent knowledge of Facebook, Twitter, LinkedIn, Pinterest, Instagram, Google+, and other social media best practices
Understanding of SEO and web traffic metrics
Experience with doing audience and buyer persona research
Good understanding of social media KPIs
Understanding of graphic design principles.
Excellent multi-tasking skills
Great leadership skills
Critical thinker and problem-solving skills
Possesses emotional intelligence and strong interpersonal skills

#LI-AC3
#LI-Hybrid ",https://tripactions.com/careers/openings/4604888?gh_jid=4604888
Senior/Staff Software Backend Engineer,Engineering: Fintech,"Berlin, Germany",,"TripActions LiquidTM is an expense and corporate card solution that eliminates the hassles of expense management while giving finance leaders real-time spend visibility and control. TripActions Liquid provides employees with a refreshingly easy way to pay for what they need while giving finance leaders one easy place to control, manage, and track spend. With physical and virtual cards, smart policy management, and automated expense reports, TripActions Liquid streamlines the entire business spending process — driving cost-savings, productivity, and compliance.
In October 2021, TripActions announced its Series F funding of $275M at a post-money upround valuation of $7.25B to help accelerate future growth plans. In April 2021, TripActions and Visa announced an expanded strategic partnership. Through the new partnership with Visa, TripActions will accelerate the growth of its next-generation corporate card offering, increasing access to flexible payment methods with built-in policy controls. 
This is a unique opportunity in the Liquid engineering team to apply problem solving and technology to the most critical global expansion features. You will get to work on problems that are at the core of scaling the business. The role will get to work with finops, finance, design, and product management to grow Liquid.
What You’ll Do:

Build platform that helps Liquid scale.
Implement product ideas and improvements.
Develop a high throughput, reliable, and scalable system.
Work with other talented engineers in a team setting. 
Debugging production issues across services and stack.
Helping and mentoring other engineers on the team.
Write tests and technical documentation.

What We’re Looking For:

Have at least 7 years of software engineering experience.
Hold yourself at a high standard.
Enjoy developing scalable and distributed systems. 
Have fun working in a collaborative environment.
Programming experience with Java and Spring Boot.
Have experience building on AWS. 
",https://tripactions.com/careers/openings/4366574?gh_jid=4366574
Senior Software Backend Engineer,Engineering: Business Travel,"Berlin, Germany",,"At TripActions, “It’s all about the user. All of them.” We’re passionate about providing a seamless one-stop experience for business travelers, no matter how they travel, where they stay, or where they’re going.
We are looking for a Senior backend Engineers for our Groups, Meetings & Events team in Berlin. The GME team creates products that make it easy for groups to get together anywhere - from small offsite meetings to large company events.
Learn More About Our Teams:
Engineers at TripActions are user-obsessed and work with the latest technologies to push our travel platform forward. Amsterdam is the home for our Admin, Chat and Trains teams. The Admin team is responsible for creating a flexible Policy & Approval product and state of the art Reporting & Dashboards to give our customers full and deep insights into what is happening with their travel program. Our Trains team's mission is to create an outstanding train product that our travellers love. While the Chat team is connecting our travellers with our travel agents when they need them in the most efficient & effective ways possible. As we grow we are adding more teams to the Amsterdam location.
What You’ll Do:

Designing and implementing APIs and core services 
Developing models and business logic
Building out newly enabled product features
Ensure the quality of the features you built, follow-up on usage/issues post release.
Collaborate with product team, designers and other engineers

What We’re Looking For:

4+ years of OOP experience
Experience with Spring Framework (3+ years). Is a plus
Experience with Hibernate or similar ORM technologies (3+ years) Is a plus

 ",https://tripactions.com/careers/openings/4348824?gh_jid=4348824
"Senior Product Manager, Fintech",Product Management: Fintech,"Palo Alto, CA or San Francisco, CA",,"TripActions LiquidTM is an expense and corporate card solution that eliminates the hassles of expense management while giving finance leaders real-time spend visibility and control. TripActions Liquid provides employees with a refreshingly easy way to pay for what they need while giving finance leaders one easy place to control, manage, and track spend. With physical and virtual cards, smart policy management, and automated expense reports, TripActions Liquid streamlines the entire business spending process — driving cost-savings, productivity, and compliance.
In October 2021, TripActions announced its Series F funding of $275M at a post-money upround valuation of $7.25B to help accelerate future growth plans. In April 2021, TripActions and Visa announced an expanded strategic partnership. Through the new partnership with Visa, TripActions will accelerate the growth of its next-generation corporate card offering, increasing access to flexible payment methods with built-in policy controls. 
--
As a (Sr.) Product Manager, you will play a large role in the success and growth of our business. You will own multiple features, partnering closely with the broader team to ensure the overall success of our products. Within your product team you’ll partner with design, data, user research, product marketing and engineering to identify trends in the market, understand the most pressing user needs, and build products that carry the business forward. If you are an initiator, have the ability to make things happen, and are excited about FinTech, then Liquid is the place for you.
What You’ll Do:

Contribute to and communicate a vision for the area of the product that you work on
Own end-to-end product features
Iterate and evolve your product features at a rapid pace to meet the ever-growing demands of our expanding customer base
Collaborate daily with Design, Engineering and Go-To-Market teams to ​bring your product features through all phases of product development including ideation, design, development, product rollout and launch
Deliver clear, thoughtful documentation throughout the process which can be easily understood by technical and non-technical decision-makers
Communicate regularly with users, fostering strong relationships with key customers
Leverage data to make informed decisions when confronted with ambiguity
Understand technical dependencies and communicate necessary changes to your engineering counterparts

What We’re Looking For:

Min 5-7 years of Product Management experience at a software company working on user facing applications
Experience in corporate finance tools, marketplaces, payments, procure to pay, credit/debit cards, acquiring, issuing bank transfers and/or billing processes is a plus
Self-driver who can dive deep into complex problems, then design and deliver solutions
Excellent project management skills
Relationship-building skills to collaborate with internal subject-matter experts and external customers
Someone who is obsessed about their stakeholders and can anticipate their needs 
Excellent verbal and written communication skills
Ability to grasp complex engineering and product intricacies and simplify them to teach others how they work
",https://tripactions.com/careers/openings/4521714?gh_jid=4521714
Senior Product Designer  - Flights,Product Design & UX: Personal Travel,"Tel-Aviv, Israel",,"At TripActions, we strongly believe that the best way to achieve business success is by listening to our customers and focusing on solving their needs with innovative, elegant, technology-driven solutions. Our product designers are transforming how people experience business travel.
We look for product designers who understand the importance of craft and have a well-tuned intuition. You are a strong product designer, but an even better partner and teammate. We make product decisions hand in hand with our cross-functional partners, so the ability to create low-fidelity artifacts, clearly articulate intentionality and design rationale, and drive fast feedback cycles is key.
What you’ll do:

Partner with a team of product managers, engineers, content strategists, and UX researchers to design and build delightful products that empower people to get their jobs done.
Influence the roadmap of your domain by uncovering opportunity and defining requirements for solutions that balance flexibility, scalability, and ease of use. 
Indirectly lead a team of designers and writers to concept and craft intuitive experiences to launch across all platforms, devices, and channels.
Prototype complete experiences (going beyond screens) to make an improved product and service feel tangible.
Collaborate and design across team lines to provide our customers with a seamless experience.
Present complex concepts in an easily digestible narrative to influence partners and stakeholders.
Work within a robust design system and help to extend it with patterns that solve new use cases that will scale and fit into the existing component library.
Take your designs all the way to the finish line and into our customer’s hands.

 
What we’re looking for:

5+ years of product design experience.
A proven track record of quality and impactful work in a consumer, e-commerce, or B2C product. An added background in travel is a significant plus!
A strong portfolio of work that demonstrates strong strategic thinking as well as a deep commitment to details, excellence, and craft. 
A team oriented mindset. You believe that designers are facilitators and know the best work is done with a team of diverse perspectives. 
Strong written and verbal communication skills. You know that behind every design decision is a story to be told. Yes, we use Slack, but we also Zoom and Loom often.
A belief that fast cycles of soliciting feedback is the way to continually raise the quality of your work and that excellence is found in the details.
A working knowledge of design thinking and user-centric practices that you can wield to define an innovative vision that you temper with a practical understanding of the technological, business and user opportunities and constraints.
",https://tripactions.com/careers/openings/4276377?gh_jid=4276377
Senior People Success Business Partner,People,"Palo Alto, CA or San Francisco, CA",,"People Success means just that - you will partner with the leaders of the key functional areas of the Company and help them be successful in their respective roles. In order to do so, you will help identify the needs of the department, execute against global initiatives, and support projects to scale one of the fastest growing startups on the planet.  
You thrive at a rapidly growing and changing company by being able to deal with ambiguity and multiple moving pieces while still applying quality, long-term strategic thinking, approaching problems with curiosity, driving solutions, and ultimately delivering value.  Importantly, the successful candidate will think critically, collaborate effectively, and lead with empathy.
We are looking for a dynamic People Success Business Partner to work in close partnership with leadership in our Engineering organizations. Your dedication to partnering with all levels of leadership to drive People strategy, resiliency to push through difficulty, support others, and a passion for problem solving will set you up for success.  You should feel comfortable operating as both an HR consultant, coach, and doing hands-on HR work.
In this role, you will work closely with the senior leadership to understand the business, talent needs, and be a culture ambassador.
What You'll Do:

Partner with leaders to develop people strategies to further business objectives and scale the organization
Advise and coach all levels of leadership on people strategies and best practices.
Identify and deploy impactful people strategies and policies that enable the Engineering and PSBP organization to perform and scale effectively as it grows
Assess qualitative and quantitative data to identify trends, tell a story, and create ways to support our employees and business.
Work proactively with senior leaders (EStaff, SVP & VP) to evaluate and prepare for future business and team needs
Support and challenge leaders to help build & strengthen management abilities
Provide direct support & guidance to employees
Lead investigations or other activities that relates to employee relations as needed
Lead compensation analyses and talent reviews
Facilitate workshops for manager and employee enablement
Assist in fostering a culture that supports our mission by supporting the design and implementation of engagement and recognition initiatives and programs
Focus on results and thriving in a rapidly changing and competitive environment
Proven track record of building and improving employee experience at top-notch organizations
Ability to build trusted relationships at all levels of an organization 
Ability to learn and adapt to changing business priorities
Resilience and forward-thinking approach

What We're Looking For:

A minimum of 5 years of experience as a HRBP/ People Partner or similar. 
Ability to work in a fast moving and changing environment
Exceptional consultative skills
Ability to deliver on commitments while working autonomously
Strong relationship building skills
A curious and inquisitive nature
Must have a “we” vs “i” mentality

",https://tripactions.com/careers/openings/4654897?gh_jid=4654897
Senior People Operations Coordinator,People,"Berlin, Germany",,"The Senior People Operations Coordinator plays an instrumental role in supporting anexceptional employee experience at TripActions and ensuring that our values and cultureresonate throughout the organization. Some of the things you will help own include the day today HR Operations, including managing the onboarding and offboarding experience,compliance, and managing the data in our HRIS (Workday & Personio). You will have theopportunity to create, implement, and improve upon various programs and processes thatsupport our teams as we continue to scale our company, globally.
 
What You'll Do:
● Act as the first point of contact for all internal and external People related questions.● Manage and improve key HR tools (Workday and a ticketing system) and processes tokeep our organization running smoothly and ensure our HR data is updated timely andaccurately● Provide timely, accurate, and consistent responses to internal and external stakeholdersand employees● Liaison with authorities, insurance companies, and payroll team to ensure accurateemployee data reporting and processing.● Foster relationships and partner with cross-functional stakeholders and the broaderPeople Ops team (including recruiting, Payroll, IT) to think creatively about building abetter employee experience.● Manage employee life cycle processes, including onboarding and offboarding,preparation of employment contracts, extensions, certificates, and attestations.● Develop and maintain knowledge base resources and articles to enable team membersand employees to be effective and self-directed.● Own the documentation and publication of all HR policies, including the companyhandbook, in partnership with the HR process owners/subject matter experts● Support in the optimization of HR processes and programs.
What We're Looking For:
● You have a minimum of 1 to 3 years of experience supporting multiple EMEA countriesin a similar role; experience working in a technology startup highly preferred.● You have a successful track record of supporting HR processes, employee resourcing;performance management and data management.● You have a working knowledge of HR systems (Workday strongly preferred), GoogleApps and ticketing systems.● You have an extremely high level attention to detail and strong organizational skills withability to effectively prioritize.● Detail-oriented, confident, self-starter with exceptional prioritization and organizationalskills.● Maintain a “can do” mentality with the ability to act with minimal information.
● A great communicator that can build strong working relationships with vendors, internaland external partners.● Fluent German and very good English skills (for the cooperation with our UScolleagues).",https://tripactions.com/careers/openings/4640066?gh_jid=4640066
"Senior Manager, Workforce Management (Atlanta, GA)",Travel Experience,Remote (Atlanta Metro),,"At TripActions the Senior Manager, Workforce Management is responsible for the day to day operations of the workforce management team that support a growing front and back-office customer service organization that provides a 24x7 “follow the sun” support model.
The Senior Manager, WFM works with the Travel Experience Leadership to craft & document the business-specific strategy, executing through key stakeholders and Operational Leaders via actionable and tactical projects to achieve success within defined timelines.
Additionally, this position is responsible for reviewing inbound contact volume and staffing requirements to meet service level and work with the real-time analysts, schedulers, and capacity planners to make short and long-term scheduling recommendations to increase and decrease staffing or control expenses and costs. 
What You'll Do:

Represent the business in workforce planning, capacity planning, and hiring/staffing strategy
Key interface with internal & external business partners – business-specific vendors – to ensure appropriate support infrastructure in place to deliver expected results
Analyze historical occupancy, schedule adherence, volume, and AHT trends, at an individual, team and site level, providing business recommendations and inputs to enhance and improve the Workforce Management cycle
Manage all over/under capacity to maximize utilization while protecting service levels
Own the overall setup, administration of Workforce Management systems, tools, and internal and externally focused reporting 
Responsible for training, managing, coaching, developing, coordinating, and evaluating direct and indirect reports
Mentor managers on how to coach and deliver feedback to individual contributors
Mentor team members on WFM concepts for professional growth and development to create a high performing team
Develop and maintain new hire and continuous learning plans for WFM team
Develop, operationalize, and track WFM team performance goals
Create regular reporting, telling the story of our success and defining opportunities 
Working with stakeholders on awareness, owning and driving improvements
Research new technology that supports our vision that will drive improvements, customer success and operational efficiencies

What We're Looking For:

Minimum 5-8 years workforce management or call center operations experience 
Minimum 5-8 years using a WFM software (Aspect, Calabrio, Genisys, or Nice)
Minimum of 7-10 years of Leadership experience
Experience in the travel or airline industry
Experience in high volume inbound contact center environment
Deep understanding of call center efficiency levers (Service Level, Occupancy, etc)
Strong mathematical, analytical, communication, organization, and presentation skills
Proficient in Word and Excel or Google Suite, experience in PowerPoint or Presentations
Experience working with stakeholders to understand business requirements 
Motivated to work hard in a fast-paced, ever-changing technology environment
Team player, ability to work flexible shifts in a global environment to meet business goals
",https://tripactions.com/careers/openings/4110040?gh_jid=4110040
