Name of the role,Department,Location,Job type,Job description,URL
Tech Lead Tier 1&2 Support Engineer,Customer Success,Tel Aviv,Full-time,"RapidAPI is the world’s largest API hub and the company that is building the next-generation API platform for Enterprises. We enable developers and businesses to easily discover, test, and connect to any API, making it easier to create new software and services more rapidly. RapidAPI is used by millions of developers around the world and offers more than 40,000 APIs on the marketplace. Funded by a16z, Microsoft’s M12 and SoftBank Vision Fund 2, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our platform.RapidAPI is the world’s largest API hub and the company that is building the next-generation API platform for Enterprises. We enable developers and businesses to easily discover, test, and connect to any API, making it easier to create new software and services more rapidly. RapidAPI is used by millions of developers around the world and offers more than 35,000 APIs on the marketplace. Funded by a16z, Microsoft’s M12 and SoftBank Vision Fund 2, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our platform. RapidAPI is the world’s largest API Marketplace serving the fastest-growing community of developers, currently over one million strong and still growing, by helping them discover, connect to, and manage over 20,000 APIs. RapidAPI also has an enterprise platform - the RapidAPI Enterprise Hub - which companies use as a central repository for all of their engineering teams to manage, share, and collaborate on their APIs and Microservices. The RapidAPI Enterprise Hub is used by dozens of Fortune 500 Companies, tying into their critical integration and digital transformation initiatives. During these challenging times, RapidAPI is continuing to grow our company and support enterprises in their accelerated transition to digital channels and helping them to speed up their development efforts to meet shifting consumer demands. Since the beginning of the year, we have doubled our US team and plan on maintaining this growth rate. Although we have adjusted the way we work, we continue to push the boundaries of the API development landscape with new initiatives to reimagine how teams collaborate and work to grow and refine their businesses. Founded in 2015 and has since raised $62.5M from investors, including Andreessen Horowitz, Grove Ventures, and Microsoft. It has offices in San Francisco and Tel Aviv, with a satellite presence in New York, Tokyo, and Estonia.YOUR ROLE:RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs.  As a Player/Coach Tech Lead, you will help our support team troubleshoot escalated issues and act as a liaison between support and engineering. Strong root cause analysis skills are required to diagnose and solve complex technical issues and provide timely solutions to internal and external customers in a professional manner.You will field questions, log and work on high-priority issues, meet with Customers regularly, and handle critical issues while collaborating internally with the extended Support Team, Engineering, Product, Sales, and Customer Success. The overarching goal is to ensure that you can anticipate and avoid issues, and identify and mitigate against risk. You will also coordinate the support involvement with Product teams, lead training, and develop documentation to empower the teams and customers.To be successful, you will need to combine customer communication, project management know-how, and technical knowledge to drive the successful delivery of our Marketplace.We are looking for a multi-disciplined individual who has delivery and technical knowledge with the drive to take ownership of delivery and the finesse to handle complex customer needs with poise.YOU HAVE:3 years of Tier 1/2 technical customer support for fast-growing SaaS platformsProven ability to take a deep dive into complex technical architectures, and troubleshooting techniques including recreating the issues in multiple technical environments Knowledgeable with APIs and the various types (Rest, SOAP, graphql), authentications patterns, different Gateways, and can speak intelligently about themPassion for driving operational efficiencies on growing support teamsExcellent relationship management, customer service, and communication skillsComfortable with autonomy and ambiguity that comes with small, fast-moving startupsExcellent communication skills oral and written in EnglishYOU WILL:Provide exceptional technical support for RapidAPI Marketplace and Enterprise customersWork with product and engineering teams to understand and resolve complex issuesHelp train and educate the support team where there are knowledge gapsWrite robust troubleshooting documentation in the support knowledge baseWork with support and engineering teams to improve our existing support infrastructureAct as a primary customer interface for the product team by identifying and troubleshooting issues and synthesizing user feedbackBe an expert in our products - capable of delivering meaningful recommendations, troubleshooting, demonstrations, etc.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/049cabae-bbb0-45e9-8f71-17c6a324c32f
Staff Product Operations Manager,Engineering,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.YOUR ROLE: RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs. We are seeking a highly experienced Product Operations Manager to define and scale out critical product management programs, processes, and operational cadences. This person will be expected to work closely with leaders and experts across the organization including product, engineering, and the executive team. This role will drive the success of the Data & Insights group objectives including aiding in the building and improving of data while establishing access and definition processes for product teams, and enabling experimentation planning holistically to ensure the quality of data and systematic feedback loops. To be successful in this role, you will need to bring a consultative approach combined with a technical skill set to both influence and implement meaningful ways of operating with a focus on self-service for internal customers.  Broadly this will require knowledge of software engineering/product engineering, agile processes, and product operations fundamentals and tooling. You WillDevelop tools and processes to improve product management & software engineering productivity and product quality, efficiency.Partner with Product Managers, Engineering Managers, and R&D Operations to establish meaningful product goals, track success towards set goals, and evaluate results in order to improve our operations.Work cross-functionally to provide product insight, identify and lead programs for areas of improvement, and inform business decisions.Identify opportunities for process improvement in data collection, tracking, governance and reporting infrastructure across the platform teamLead developing and expanding practices in areas such as structuring analyses, dashboard design, and data visualizations to communicate meaningful metrics within the product organization to inform strategy. Take the initiative to drive strategy forward, challenge our teams, and bring clarity even under ambiguous circumstances.Act as a culture and process leader for the overall Product Operations team.You HaveBachelors degree with 5+ years of product operations or equivalent experience (program management, product management).Significant understanding and practical experience with the product development lifecycle, product planning, tools, principles, and practices.Proven record of delivering high quality projects or programs from early stages through delivery.Experience building & launching - software development, product management is desirable.Experience using Jira, Clickup, Airtable, Notion or other similar software.Experience working independently and as part of a team. Leads with logic, empathy, and influence (without direct authority).Attention to detail, a sense of urgency, and relentless follow throughStrong analytical capabilities with tools and languages such as: SQL, Python, Excel, Looker, TableauA responsive, positive, can-do attitude with the ability to manage multiple tasks and projects/releases simultaneously, prioritize workload objectively, and thrive in a dynamic and complex environment.The interface to be team oriented, self-motivated, and enjoy working in a high energy start-up environment where ideas are rapidly translated into practice and flexibility is critical.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/28301bf8-f3c0-4a48-81bd-65b0c2fe8cb3
Staff Platform Engineer,Engineering,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs. The platform engineering organization provides the infrastructure and software capabilities RapidAPI employee developers use to build, test, deploy, instrument, operate, automate, analyze, and optimize their products and services.  As a platform engineer at RapidAPI you will use your background and expertise to bring modern build and deployments systems to RapidAPI. The goal will be to create developer platforms that empower RapidAPI developers to deliver the products and features their customers need, in a predictable, scalable, secure, compliant, and cost-effective manner.  Our platforms should accelerate the activities great engineers would perform if we didn’t provide them. To be successful in this role, you will need to bring a consultative approach combined with a technical skill set to both influence and implement meaningful solutions that can ultimately be self-served.  Broadly this will require expertise in both software engineering, public cloud infrastructure, and necessary services like containers, networking, CICD, and observability solutions.YOU WILL:Build, operate, and maintain the internal developer platforms and infrastructure necessary to enable RapidAPI developers to build, deliver, and operate highly available, globally distributed, cloud-native servicesEnsure our products, features and services adhere to the platform engineering architectural north star Collaborate with team members for the purpose of continuously improving the health, performance, and usability of the products they deliver to RapidAPI developersEmploy infrastructure, engineering, and operational best practices to ensure usability, scalability, and sustainability of the platformYOU HAVE:Excellent communication skills and the ability to understand complex systems; versatility and willingness to learn new technologies on the job and promote their use throughout R&D.5+ years of experience in software engineering, SRE, Production Engineering or DevOps roles5+ years of experience in building, deploying and implementing platforms5+ years of experience in deploying workloads in a cloud (IaaS) environmentExperience in developing or providing technical solutions for software deploymentStrong experience in automation technologies like Terraform, scripting languagesStrong Experience building cloud-native solutionsExperience with CICD/DevOps environmentsExperience in Agile-based environmentsExpertise in any one of the hyper scale cloud platformsExpertise with foundational technologies like Kubernetes, Envoy, Istio, Spiffe/Spire, Buildkite, ArgoCD, Git Actions, or similar are preferredA desire to contribute to a fun, fast-growing team that work hard, but also enjoy working together This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/604cb4ff-6a8f-454f-bbcb-a4e8f3867814
"Sr. Web Designer, Growth",Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleWe are seeking a Web Designer to partner with our Growth team and design experiences for developer discovery, education, and acquisition, with a deep understanding of how to create high value and engaging experiences, from copy to media, short and long form. You'll be a foundational member of a team that we expect to grow as we ramp up, and will look to you to take on a role leading the overall design of  RapidAPI.com, the face of our company.The primary focus of this role will be designing, developing, and iterating experiences for our public website that enable easy developer discovery and encourage signup and acquisition. You will work with Product, Marketing, Sales, and Developer Relations as you design product learning pages, discovery experiences, developer education material, marketing campaigns, referral programs, visuals, and tools & templates that accelerate developer adoption. Join us, and drive the design that will take API development to the next level for developers!You WillDesign experiences for discovery and acquisition of API developers, and support those experiences from initial problem evaluation to design and testing through development to iterating on learnings.Develop tools and systems to maintain new and existing site content, components, and static or dynamic web pages that are inclusive, user-centered, accessible, performant, secure, and maintainable.Create and iterate designs used in A/B testing, experimentation, SEO, campaign management, developer relations, and community support.Discover problems and opportunities with research and analysis, and validate solutions with interactive prototyping and usability testing.Define, design, review, test and specify interfaces for developer experiences using participatory and iterative design techniques.Work closely with Product, Marketing, and Engineering teams, in an agile environment, to build efficient developer experiences within technical & time constraints.You HaveProficiency with a full range of design methods and techniques including user research, data analysis, journey mapping, task flows, scenarios, agile design iteration, rapid prototyping, and usability testing.Expertise with design, animation, CMS, and prototyping tools including Figma, Adobe Creative Suite, Lottie, Strapi, and more.A great eye for visual design and an understanding of unity, hierarchy, contrast, spacing, scale, consistency, color, fonts, and the principles of good design.Expertise in web standards (HTML, CSS, and JavaScript), web template engines, and solid knowledge of responsive layouts, accessibility, and web performance.Solid understanding of user-centered design methodologies and usability principles.Experience working in a fast-paced organization with multiple designers as a part of a cross-functional agile delivery team.Capability to work within technical constraints, business requirements and tight deadlines.Solid ability to present work, explain your point of view, and incorporate feedback gracefully.Good communication and organization skills, and advocacy for design methodologies and processes.When applying, please provide a resume and portfolio or document that showcases your work that is relevant to the position.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/34bbc763-26c9-4e13-83ac-15035fc82e60
"Tech Lead Frontend Software Engineer, API Client",Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Frontend engineers and tech leads at RapidAPI work closely with our Product Owners and UX designers. We involve the product roadmap and feature ideations. We suggest improvements, and more importantly, we use what we are building. We are using modern technologies and frameworks. Our primary stack is TypeScript and React, deployed to the Cloudflare edge and AWS to develop and serve large-scale native-like frontend applications. We have our design system. We coordinate our code depending on the application as monorepo and multi-repo approaches. Our front-end product teams decide what works best for them within the guidelines of our platform engineering.About the TeamAPI Client team is providing a common library and UI building blocks for request creation screens, response screens and transformations of requests and responses as code samples of different languages. They are the team who build the web version of our native API client, Paw. The UI building blocks in their responsibilities are used in our Paw web app, VS Code extension, request generator in our API Testing, and our client pages in Rapid API Hub.You WillPartner with our Product Owners and UX designers to build a native-like web-based API client for 10M+ developers.Lead the engineering decision, hands-on and deliver the solutions.Collaborate with the frontend core to improve the frontend architecture, designing reliable systems and operating and monitoring them.Design and build innovative features on moving our platforms to the next level.Combine technical and product expertise to provide cross-functional collaboration and deliver company-wide goals.You HavePreviously worked as technical lead of a frontend product and driving technical decisions, preferable with 7+ years of experience.A good understanding of how to create and build solutions that can benefit the whole engineering ecosystem in the company.Experience working with APIs.Proven experience in mentoring junior and senior engineers, helping their growthAutonomous, learner, builder, creator, achiever... You know how to get things done!Collaborative and how to work in a team to achieve our goals as one team.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/03b6004d-d2f4-44bb-be47-f865f3f493e3
Staff Front-End Engineer - API Hub,Engineering,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.About the PositionWe are looking for a Staff Front-End Engineer to lead the future development of RapidAPI’s core product, the API Hub. This role will play a crucial part in defining the user experience of every one of RapidAPI’s customers as we evolve to an expanded product platform. The ideal candidates will have a mix of technical expertise in building front-end applications, a passion for building pixel-perfect engagements, and a desire for solving developer experience problems.You WillDefine the front-end vision, technical architecture, and hands-on implementation of the API Hub product with sustained quality and feature-velocityEmploy a test-first approach, ensuring reliability and security are top of mindEngage with product management to decide priorities and roadmaps, balancing technical stability with feature velocityWork closely with our product design team to ensure a crisp and consistent user experienceMentor and grow the engineering teamYou HaveDevelopment experience building, operating, testing, and debugging web applications using modern Javascript  frameworks (React, Vue, etc.)A keen eye for design and utilizing reusable components where possibleA desire to operate with a modern software development life cycle that is focused on reliability and developer productivityExperience growing junior engineers, helping them learn through their mistakes while providing guardrails to learningAt RapidAPI, we're looking for people with passion, grit, and integrity. You're encouraged to apply even if your experience doesn't precisely match the job description, especially if your career has taken some twists and turns. At RapidAPI, we welcome diverse perspectives and people who think rigorously and aren't afraid to challenge assumptions. Join us.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/ee1e6c08-84d0-4b77-8104-b8535766de86
"Sr. Product Designer, Testing",Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleWe are seeking a Product Designer who understands developer workflows & tools, and obsesses over the quality and effectiveness of testing and debugging experiences.The primary focus of this role will be designing effective API testing experiences that developers use to build, test, and improve their APIs. You will understand the needs of developers and how to support them in the full lifecycle of API development, and apply that understanding to designing efficient and effective testing and debugging experiences. Join us, and drive the design that will take API development to the next level for developers!You WillDesign experiences for testing and debugging APIs, and support those experiences from initial problem evaluation to definition and design through development to iterating on learnings.Identify user needs in any of: scenarios, user journeys, personas, task flows, user stories, jobs to be done, and apply them in discussions and design decisions with stakeholders.Discover problems and opportunities with research and analysis, and validate solutions with interactive prototyping and usability testing.Define, design, review, test and specify interfaces for developer experiences using participatory and iterative design techniques.Work closely with Product and Engineering teams, in an agile environment, to build efficient developer experiences within technical & time constraints.You HaveProficiency with a full range of design methods and techniques including user research, data analysis, journey mapping, task flows, scenarios, agile design iteration, rapid prototyping, and usability testing. Experience in designing engaging SaaS interfaces for developer solutions.Solid understanding of user-centered design methodologies and usability principles.Experience working in a fast-paced organization with multiple designers as a part of a cross-functional agile delivery teamCapability to work within technical constraints, business requirements and tight deadlines.Solid ability to present work, explain your point of view, and incorporate feedback gracefully.Good communication and organization skills, and advocacy for design methodologies and processes.When applying, please provide a resume and portfolio or document that showcases your work that is relevant to the position.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/9cff469c-8611-45bb-96ac-cb5af53f2a9e
"Sr. Product Designer, Growth",Product,San Francisco,,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleWe are seeking a Product Designer who understands developer workflows, to partner with our Growth team and design high value self-service developer experiences, from signup to onboarding, ensuring value grows through a user’s lifecycle.The primary focus of this role will be designing experiences that drive signups to onboard and grow. You will design intuitive segmentation experiences at signup, ship relevant and powerful onboarding experiences, build tooling to drive fast activation, and create high value self-serve experiences that lead users from activation to high growth. You’ll be on a mission to understand our customers, surface & execute against our biggest growth opportunities, and uncover how to build and grow onboarding activations and ultimately revenue. Join us, and drive the design that will take API development to the next level for developers!You WillDesign experiences for onboarding and growing API developers, and support those experiences from initial problem evaluation to definition and design through development to iterating on learnings.Identify user needs in any of: scenarios, user journeys, personas, task flows, user stories, jobs to be done, and apply them in discussions and design decisions with stakeholders.Discover problems and opportunities with research and analysis, and validate solutions with interactive prototyping and usability testing.Define, design, review, test and specify interfaces for developer experiences using participatory and iterative design techniques.Work closely with Product and Engineering teams, in an agile environment, to build efficient developer experiences within technical & time constraints.You HaveProficiency with a full range of design methods and techniques including user research, data analysis, journey mapping, task flows, scenarios, agile design iteration, rapid prototyping, and usability testing. Experience in designing engaging SaaS interfaces for developer solutions.Solid understanding of user-centered design methodologies and usability principles.Experience working in a fast-paced organization with multiple designers as a part of a cross-functional agile delivery teamCapability to work within technical constraints, business requirements and tight deadlines.Solid ability to present work, explain your point of view, and incorporate feedback gracefully.Good communication and organization skills, and advocacy for design methodologies and processes.When applying, please provide a resume and portfolio or document that showcases your work that is relevant to the position.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/6fee28f3-5221-45b0-889a-0cac6fd55558
"Sr. Product Designer, Enterprise",Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleWe are seeking a Product Designer who understands developer workflows and supporting developers in enterprise environments with intuitive and effective administrative, configuration, and governance experiences.The primary focus of this role will be designing experiences that support the entire enterprise API lifecycle. You will understand the needs of our largest enterprise customers and translate them into efficient experiences for developers across multiple platforms and environments. Join us, and drive the design that will take API development to the next level for developers!You WillDesign experiences for RapidAPI enterprise administration, configuration, and governance, and support those experiences from initial problem evaluation to definition and design through development to iterating on learnings.Identify user needs in any of: scenarios, user journeys, personas, task flows, user stories, jobs to be done, and apply them in discussions and design decisions with stakeholders.Discover problems and opportunities with research and analysis, and validate solutions with interactive prototyping and usability testing.Define, design, review, test and specify interfaces for developer experiences using participatory and iterative design techniques.Work closely with Product and Engineering teams, in an agile environment, to build efficient developer experiences within technical & time constraints.Your HaveProficiency with a full range of design methods and techniques including user research, data analysis, journey mapping, task flows, scenarios, agile design iteration, rapid prototyping, and usability testing. Experience in designing engaging SaaS interfaces for developer solutions.Solid understanding of user-centered design methodologies and usability principles.Experience working in a fast-paced organization with multiple designers as a part of a cross-functional agile delivery teamCapability to work within technical constraints, business requirements and tight deadlines.Solid ability to present work, explain your point of view, and incorporate feedback gracefully.Good communication and organization skills, and advocacy for design methodologies and processes.When applying, please provide a resume and portfolio or document that showcases your work that is relevant to the position.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/4813863c-8853-4eb2-8c77-e6569bf43137
Sr. React & Next.js Engineer,Developer Relations,Remote US,Full-time,"NOTE: We are open to applicants for this role residing in San Francisco or Berlin. We can also help an ideal candidate relocate senior candidates to Berlin, Germany. Not a remote role.RapidAPI is the world's largest API Hub with three million developers and 30,000 APIs. Developers use RapidAPI to find, test and connect to APIs while API providers market, manage, and monetize their APIs.RapidAPI’s next-generation API platform - RapidAPI Enterprise Hub - is used by dozens of Fortune 500 Companies to enable digital transformation initiatives. With RapidAPI Enterprise Hub, businesses can accelerate innovation, bring software to market faster, and successfully implement their API strategy. A global company with offices in San Francisco, Tel Aviv, Tallinn, and Berlin. RapidAPI has raised over $272M in funding at a $1 Billion valuation from Microsoft Ventures, Andreessen Horowitz, Stripes, SoftBank Vision Fund 2, Green Bay, and more incredible investors. RapidAPI is the world's largest API Developers Platform - with four million developers and 40,000+ APIs. WHY DO WE NEED THIS ROLE NOWRapidAPI is investing heavily in developer education. We want to make the world amazing for developers of all backgrounds. Developer Relations is a department that reports directly to the CEO while working cross-functionally with product, marketing, or engineering teams, which signifies the buy-in from the leadership team. This is an excellent opportunity because we are building multiple DevRel programs from scratch.Come on board and bring your curiosity and vision to see it through. Implement programs to make developers' lives easier, and together we plan to make API Development more accessible and dependable for everyone. This team is at the heart of strengthening RapidAPI's relation with developers. Join us and become a crucial part of our story.Developer Programs Engineers are the engineering wing of Developer Relations. You will build and maintain DevRel related initiatives (Learn, Codelabs, Dev Blog, CLI) that deliver our technical content to the world. Primarily looking for Senior React developers with Next.js, Tailwind CSS, and excellent frontend design skills.RESPONSIBILITIES Design, build and maintain DevRel projects like RapidAPI Learn, Codelabs, CLI, Stacks, Demo, and DevRel reporting dashboards.Write, release, and manage open source projects, demo apps, dev tools, code samples, blog posts, technical guides, or videos.Lead the next generation of API Development learning experiences.Improve the Developer Experience of post-launch product education.Contribute to and manage open source projects and drive open standards.Be a hands-on technical lead who can pitch, own, drive, and develop from zero to launch.Collaborate with product and engineering teams in defining the roadmap and prioritizing the needs of our partners, developers, and DevRel.Advocate for developers internally and help influence RapidAPI developer product strategy by working with DevRel, Product, Engineering, Marketing, and other cross-functional teams.BASIC QUALIFICATIONSBachelor's degree in Computer Science or equivalent practical web dev experience.Experience with the relevant stack: JavaScript, TypeScript, React, Next.js, Tailwind, CSS-in-JS, Node.js, Jamstack, Firebase, Node.js CLI automation.Experience with Jamstack and Headless CMS (Sanity, WordPress).Experience with creating accessible React components/architecture.Accomplished at building well-structured web apps using modern JavaScript, React, MDX.Rock-solid understanding of the core JavaScript language, and writing accessible and semantic SEO-friendly HTML/JS.PREFERRED QUALIFICATIONS7+ years of web development experience (Sr. JavaScript Engineer).Excellent front-end design skillset (CSS Animations, dev/design duo).Contributions to programs designed to help underrepresented people enter the tech field.Experience working with third-party developer tools, including creating documentation, working with GraphQL APIs, building simple SDKs, and CLI libraries.Experience participating in developer communities, contributing to open-source projects, and other developer community groups.NOTE: We are open to applicants for this role residing in San Francisco or Berlin. We can also help an ideal candidate relocate senior candidates to Berlin, Germany. Not a remote role.Apply for this job",https://jobs.lever.co/rapidapi/89ffef17-9546-4857-9f2c-053a5b8ef948
