Name of the role,Department,Location,Job type,Job description,URL
Robotics Systems Integration Engineer,Technical Operations & Deployment,Remote,,"
6 River Systems is a Shopify company leading the way to faster fulfillment. E-commerce changed the world and 6 River Systems is building solutions to power faster fulfillment with collaborative mobile robots and cloud-based software.
As a Robotics System Integration Engineer, you will drive the technical implementation of 6RS software across our network by making critical design decisions, validating integration between cloud-based systems, troubleshooting and deploying fixes for issues, and developing an ecosystem of tools and processes for automating integrations between customer warehouses and our digital fulfillment system controlling fleets of Linux-based robots. You will collaborate closely and cross-functionally with internal teams at 6 River Systems as well as lead customer-facing integration calls with technical representatives across our customer base.
 
Primary Responsibilities

Site Integration Testing: Author and execute acceptance test plans for validation and certification of system functionality and performance during remote test sessions with customer representatives
Integration Design Input: Provide technical knowledge expertise to internal solutions and go-to-market teams of our product capabilities in order to promote alignment between customer expectations and system capabilities. You will collaborate with these teams and our customers during the system design and development phases of project lifecycles
Cloud Integration: Remotely integrate 6 River Systems cloud services with customers’ warehouse management systems at client facilities around the world


Expert Software Point of Contact: Own deliverables for implementation of 6RS software at customer sites; perform risk analysis, develop mitigation strategies, and communicate technical details and status to customers and the broader project team


Troubleshooting: Troubleshoot software bugs that require depth and breadth of knowledge of our software systems and engage internal teams responsible for issues in subcomponents to drive toward resolution 


Smooth Handoffs: Work cross-functionally with the internal operations teams to document site integration details for long-term support
Tools for Scalability: Continuously improve tooling and documentation to support and scale the 6 River fulfillment automation system

 
Additional Responsibilities

Own and develop processes and software tools to improve the design and documentation of customer requirements and automate integration testing
Author new product requirements based on the lessons learned from your commissioning activities
Collaborate with the Systems Integration Engineering team to improve department tools, processes, and working relationships with other departments

 
 
We’re looking for an engineer with: 

Practical experience with Linux, databases, APIs, secure network transport technologies, XML, JavaScript, Python, and cloud-based technologies 
Interest in developing and improving tools for integration 
Experience developing tools and scripts to automate repetitive tasks
Ability to communicate with technical teams to solve technical problems 
Experience working directly with clients or end-users
Strong planning, organization, and communication skills to break down complex problems and communicate with cross-functional teams to reach solutions


Why 6RS? Recognized by the Boston Globe as a Top Place to Work

Entrepreneurial spirit of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

 
About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfilment solution and part of global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 20 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6379689002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Demand Generation Programs Manager,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots and cloud-based software.
We are seeking a Demand Generation Programs Manager to join our growing marketing team at 6 River Systems. We are expanding our capabilities for creating demand and building pipeline and we need a strong programs manager to make sure every program is executed well and meets or exceeds our target results. 6RS is in a dynamic and exciting space in the warehouse automation and supply chain industry and it’s a great time to join. The role reports to the Director of Demand and Content Marketing. 
Responsibilities: 

Plan and execute omnichannel B2B marketing programs that drive engagement, pipeline, and revenue within our target accounts
Partner closely with the business development team to ensure proper enablement around programs, and thorough follow-up from all program engagements
Measure success and optimize programs based on what works and what doesn’t work 
Run digital marketing channels, including LinkedIn, Demandbase, Google Ads, and industry publishers
Optimize our digital ad spend
Update ad creative, support launches and other announcements via digital channels
Run account-based marketing campaigns
Target multiple personas, engage target accounts where they are in the buying journey
Develop nurture programs and expand them over time 
Be maniacal about lead follow up and ROI on all programs
Be extremely detail oriented to make sure that all campaigns are set up correctly, working with the ops team
Track and manage your program budget; spend every dollar allocated, make proposals for where to spend more/less based on performance, and measure the ROI 

 
Qualifications: 

5-8 years experience running B2B marketing programs
Experience in materials handling, supply chain, robotics, warehouse automation a plus
Experience running account-based marketing campaigns
Digital marketing experience
Experience with modern martech tools. Hands-on with Salesforce, Pardot, Demandbase, Salesloft a plus
Data driven, results oriented
Proven success creating and influencing pipeline and revenue at B2B enterprise technology companies
Collaborative and great team player with good rapport with marketers and salespeople
Strong sense of ownership and work ethic
Bachelor’s degree

Why 6RS? Recognized by the Boston Globe as a Top Place to Work

Entrepreneurial spirit of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfilment solution and part of global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 20 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6327101002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Field Marketing Manager ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with autonomous mobile robots driven and optimized by our cloud-based software.
We are seeking a Field Marketing Manager at 6 River Systems (6RS), a Shopify company. This is an exciting time to join the company and the marketing team as we build for our next phase of growth as part of Shopify’s larger mission to democratize commerce and logistics. 6RS is in a dynamic and exciting space in the warehouse automation and supply chain industry and it’s a great time to join. This role reports to the Director of Field and Customer Marketing. 
Responsibilities: 

Drive pipeline and revenue through tradeshows, hosted events, and other field marketing activities
Support execution on events large and small 
Partner closely with the business development and sales team to ensure every event is well-aligned with our go-to-market strategy and that we are consistently generating and influencing pipeline and revenue 
Support the execution of our annual hosted customer conference
Ensure all leads from your programs have follow-up
Partner with other marketing groups to support account-based marketing programs and campaigns through your field programs
Operate, plan, and measure in terms of target accounts; we have a true B2B enterprise go-to-market strategy
Leverage tools and data to optimize your programs
Partner with marketing operations to ensure audiences are managed properly and emails are sent in a timely fashion

Qualifications: 

3-5 years of experience in field marketing for B2B technology companies
Experience supporting hosted events and tradeshow sponsorships 
Pipeline and revenue-driven - proven experience generating meaningful pipeline and revenue through field marketing programs
Comfortable working with campaigns and reports in Salesforce.com 
Hubspot experience a plus 
Detail oriented, strong project manager and budget manager 
Collaborative and hands-on to make events successful
Experience in robotics, autonomous mobile robots, or warehouse automation a plus 
Ability to travel up to 30% 
Bachelor’s degree

Why 6RS? 

Entrepreneurial spirit and high growth of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of the global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 95 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6444436002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Product Marketing Specialist ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with autonomous mobile robots driven and optimized by our cloud-based software.
We are looking for a Product Marketing Specialist to help build our positioning and messaging, plan and lead product launches, develop compelling stories and product content, and provide competitive intelligence updates.  Attention to detail and the ability to understand customer problems and translate technical capabilities into simple, compelling value statements are critical.
Reporting to the Director of Product Marketing, this person will be a key member of our growing Product Marketing team and will collaborate closely with Product Management, Enablement, Sales, Marketing, and Customer Success teams.
Responsibilities:

Leverage customer insights and data to help develop product positioning and messaging for different buyers and ensure its implementation across all channels
Support Enablement by helping to develop content and sales tools for our GTM process that communicates our solution’s value and competitive differentiation
Help lead, plan, and execute new product launches by working closely with Product, Enablement, Sales, Marketing, and Customer Success teams
Update customer personas and identify and promote key use cases that will help inform all messaging and marketing activities
Monitor and assess market and competitive trends, and customer needs

Qualifications:

2-3+ years of B2B Product Marketing experience for enterprise software or hardware
Passionate about enabling go-to-market teams and helping companies grow their customer base
Take ownership and accountability, driving results and working cross-functionally
Great listener and writer developing content for multiple channels
Project management skills
Experience working in supply chain, fulfillment, or automation/robotics preferred
Thrive in a fast-paced, ‘scale-up’ environment by embodying a “get it done” attitude

Why 6RS? 

Entrepreneurial spirit and high growth of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of the global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 100 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6443803002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Partner Marketing Manager ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with autonomous mobile robots driven and optimized by our cloud-based software.
We are looking for a Partner Marketing Manager to help our Partner and Alliances team build strategic relationships to engage new customers with our award-winning warehouse automation solutions. This person will be responsible for building our partner marketing plan with our Partner and Alliances team and executing it with our 6RS & with our 6RS marketing teams.
This person will be reporting to the Director of Product Marketing.
Responsibilities:

Support the development of the partner marketing strategy and build our partner marketing plan
Collaborate with Partner Account Managers to define a prioritized list of partners to jointly develop awareness and demand-generation initiatives
Manage co-marketing relationships with our partners and help engage and educate them to increase pipeline, accelerate deal velocity, and achieve revenue targets
Understand our partners' value proposition and develop our joint go-to-market plans
Partner internally with our marketing team to execute the plan: demand generation, content, product marketing, event, and customer marketing
Match the level of impact with co-marketing investments such as press releases, presentations, case studies, campaigns, thought leadership and customer webinars, local demonstration assets, trade shows and events, etc 
Track and test all marketing initiatives with data to continually improve them
Evangelizing the partnership internally and externally to ensure awareness and collaboration

Qualifications:

5+ years experience in B2B technology marketing, preferably in supply chain robotics or enterprise software
Experience working with strategic partners to develop co-marketing initiatives that drive pipeline
Proven analytical skills, able to assess opportunities and make decisions on ROI
Exceptional verbal and written communication skills
Strong project management skills
Thrive in a fast-paced, ‘scale-up’ environment by embodying a “get it done” attitude
Ability to travel up to 5% for partner meetings, trade shows, and special projects/events

Why 6RS? 

Entrepreneurial spirit and high growth of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of the global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 95 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6443773002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Revenue Operations Analyst ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify company leading the way to faster fulfillment. E-commerce has changed the world and 6 River Systems is building solutions to power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots driven by advanced cloud-based software.
We are seeking a Revenue Operations Analyst to join our growing team to support our ongoing business growth. It is an exciting time to join and this role has the opportunity to make a big impact. The role reports to the Director of Revenue Operations.
Responsibilities:

Work directly with business leaders on strategic, organizational, and operational projects designed to increase revenue, sales productivity, and operational efficiency
Serve as the primary contact for all sales analytics related queries in Salesforce, Excel, and a business intelligence tool such as Tableau, Power BI, etc.
Analyze pipeline metrics to inform business decisions and forecasts
Support various revenue operations initiatives including annual planning, quota setting, compensation planning/payout, performance reporting, territory design/management etc.
Conduct analysis and deliver collateral for business review cadences including weekly sales forecasts, quarterly business reviews and other leadership meetings
Support the design, implementation, and testing of go-to-market planning and reporting tools
Compile and analyze data over time to monitor performance trends, focusing on opportunities and risks related to achieving our goals
Analyze top-of-funnel, mid-funnel, and late-stage funnel performance and surface insights that will guide changes to optimize performance 
Run projects with stakeholders to make decisions on topics including: forecasting, go-to-market strategy, growth/churn strategy, process improvement, and small/medium scope sales experiments
Respond to ad hoc responsibilities in support of the 6RS organization

Qualifications:

5+ years experience working for an Enterprise B2B SaaS company in Sales Operations, Finance, Business Operations or related functions
Experience with analytical tools like Tableau, Power BI, etc.
Expert user of Microsoft Excel and Salesforce
Expertise with Google Sheets, GSuite, and PowerPoint
Proven success using quantitative analysis to deliver data driven recommendations
Strong business acumen with the ability to communicate effectively with various levels within the organization and collaborate cross-functionally
Ability to navigate ambiguity and prioritize effectively under pressure
Advanced communication, facilitation, and presentation skills used to position the vision and strategy of a project with a broad range of audiences, as well as the ability to articulate views clearly and concisely
Bachelor’s degree

Why 6RS? 

Entrepreneurial spirit and high growth of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of the global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 100 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6441889002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Marketing Operations Campaign Specialist ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify company leading the way to faster fulfillment. E-commerce has changed the world and 6 River Systems is building solutions to power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots driven advanced cloud-based software.
We are seeking a Campaign Specialist to join our growing Marketing Operations team. Your responsibilities will be to ensure all marketing programs are executed flawlessly – a critical part of driving and accelerating pipeline. You will also support strategic projects for marketing leadership. The role reports to the Manager of Marketing Operations. 
Responsibilities:

Partner closely with demand generation and field marketing program managers to build their campaigns in Hubspot and Salesforce 
Manage the campaign build process from start to finish: from campaign creation, list hygiene, enrichment, lead assignment and routing into Salesforce
Ensure campaign naming and UTM parameters are set up correctly 
Ensure audience segmentation is set up correctly 
Test every program and correct errors before sending 
Align with Marketing and Sales to establish, communicate and maintain strict service-level agreements (SLAs) across both team to ensure minimal turnaround times from list receipt to lead allocation
Act as the gatekeeper for data, ensuring all leads entering the system adhere to our quality standards
Partner with BDR leadership on lead assignment and maintain proper documentation as routing changes occur across channels
Partner closely with the Marketing to ensure all marketing-owned leads are making it into the correct flows within our automation platform
Support measurement and reporting on marketing campaign performance
Support coordination and logistics on strategic projects, working directly with marketing leadership 

Qualifications:

3+ years experience working for an Enterprise B2B SaaS company in Marketing
Proven success driving pipeline and bookings
Experience with tools like HubSpot, Salesforce,
Experience with Full Circle Insights, Demandbase, Chili Piper, Salesloft a plus
Highly organized and detail oriented
Maintains reasonable response times for campaign requests
Collaborative nature; works well supporting multiple team members 
Prioritizes requests effectively and asks for help when needed 
Eager to learn and grow as part of a growing team
Bachelor’s degree

Why 6RS? 

Entrepreneurial spirit and high growth of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of the global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 95 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6441991002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Digital Marketing Manager ,Marketing,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots and cloud-based software. 
We are seeking a Digital Marketing Manager to join our growing marketing team at 6 River Systems. We are expanding our capabilities for driving brand awareness, customer engagement, and demand and we need a strong Digital Marketing Manager to ensure our digital and online presence exceeds our target results. 6RS is in a dynamic and exciting space in the warehouse automation and supply chain industry and it’s a great time to join. The role reports to the Director of Demand and Content Marketing.
Responsibilities:


Develop digital marketing strategies and programs that support the overall demand generation marketing plan to generate awareness and engagement, and drive pipeline


Manage external agencies to deliver campaign strategies, creative assets, and/or reporting


Create, manage and optimize paid campaigns on social media platforms


Create and manage dynamic organic social media campaigns and calendars that drive brand awareness, customer engagement and acquisition. 


Explore creative strategies and new platforms, such as Twitter, Facebook, TikTok, Instagram and others, to drive engagement 


Maintain consistent brand messaging throughout all platforms


Use advanced metrics to optimize, measure, and report on the success of a marketing campaign programs


Keep up to date on the latest social media trends to optimize. 


Qualifications: 


3 to 5 years experience of B2B inbound marketing 


Experience and knowledge of PPC, paid and organic social campaigns, and digital advertising principles 


Knowledge and experience using platforms such as LinkedIn, Google AdWords & Google Analytics. 


Experience with Demandbase or other account-based marketing platform a plus


Creativity and out-of-the-box thinking - proven with digital campaign examples


Experience building and driving social media strategies that build brand awareness, followers, engagement, and leads.


Analytical, data driven, results oriented with strong communication and presentation skills


Great problem solving skills


Collaborative and great team player with good rapport with marketers 


Strong sense of ownership and work ethic


Exceptional project management skills with a keen eye for detail


Bachelor’s degree


Why 6RS? 

Recognized by the Boston Globe as a Top Place to Work

Entrepreneurial spirit of a start-up combined with the stability of a global commerce company


Competitive compensation packages and Shopify RSUs


Company-paid health, dental, and vision coverage for all employees


Paid holidays, vacation/sick time, and parental leave


Annual 401k contribution from the company 


Lifestyle spending account 


About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfillment solution and part of global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 20 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6446322002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Staff Full Stack Software Engineer,Engineering,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce has changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots driven by artificial intelligence and advanced cloud-based software.
As a Staff Engineer at 6RS, you will help revolutionize the fulfillment through automation tools and build a flexible solution that uses automation to optimize and fulfill products across a wide range of markets.  You will build flexible, scalable software solutions to support customers with moving merchandise as quickly as possible. This is an opportunity to join 6RS and help our customers meet the growing demands of fulfillment using autonomous robots and state of the art algorithms.

Build new features across the cloud domain including: 

Performant, resilient, horizontally scalable back-end web servers 
Real-time views of orders, inventory, and overall efficiency

Partner with squad leads, engineering directors, the head of software, and people across 6RS to execute our technical architecture, technical vision and roadmap
Collaborate with the product team and understand customer needs to refine requirements and build innovative solutions
Refine designs, review code, share knowledge to keep the team aligned and effective
Grow the team through mentorship

To succeed in this position, you’ll need: 

Strong organizational, communication, and planning skills
Commitment to rigorous testing (we write lots of unit tests)
Desire to work in a fast-paced environment
Scrappy, yet thoughtful approach to problem solving
Practical experience designing and developing scalable software 
Interest in working with a variety of technologies, including: 

TypeScript or JavaScript 
NodeJS
PostgreSQL Databases
Object Oriented Programming (SOLID)  

Knowledge of: 

Relational databases and data modeling 
Networking (HTTP) 
Microservices Architecture
Docker, Kubernetes, GCloud

Experience growing a team of software developers to build scalable distributed cloud applications (GCP, AWS, etc.)

 
Nice to have

Json schema 
API design (esp. OpenAPI)

 
Why 6RS? Recognized by the Boston Globe as a Top Place to Work

Entrepreneurial spirit of a start-up combined with the stability of a global commerce company
Competitive compensation packages and Shopify RSUs
Company-paid health, dental, and vision coverage for all employees
Paid holidays, vacation/sick time, and parental leave
Annual 401k contribution from the company 
Lifestyle spending account 

 
About 6 River Systems
Founded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfilment solution and part of global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 20 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About Shopify
Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
 
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6398493002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
Staff Backend Engineer,Engineering,Remote,,"
6 River Systems (6RS) is a Shopify (SHOP) company leading the way to faster fulfillment. E-commerce has changed the world and our solutions power winning warehouses of the future. We’re revolutionizing warehouse automation with collaborative mobile robots driven by artificial intelligence and advanced cloud-based software.
As a Staff Software Engineer at 6RS, you will design and build APIs and services that are scalable and give real-time visibility into the warehouse operations. These APIs ensure our customers hit mission critical fulfillment deadlines and feed data about the performance of the 6RS robotics systems. 

Design and implement new APIs to expose 6RS features to users
Collaborate with multiple internal teams to create APIs that support the 6RS web application
Design and implement event driven architecture to support 6RS growth and scale
Implement hardening of external APIs through caching, rate limiting, and real time streaming endpoints
Create scale and load testing procedures to ensure the API can meet customer demand

Requirements:

8+ years of experience with one or more of the following: JAVA, Golang, JavaScript and/or C++ using Object Oriented Design Principles
Practical experience developing and debugging event sourcing based architectures
Ability to understand large cloud-based systems and how individual pieces fit together
Experience creating robust, resilient and high scale software systems
Curiosity to learn different software technologies. e.g. Kubernetes, Microservices Architecture, Databases, ROS, React

About 6 River SystemsFounded in Waltham, Massachusetts in 2015, 6 River Systems is a leading collaborative mobile robotics fulfilment solution and part of global commerce company Shopify. Founders Jerome Dubois and Rylan Hamilton were previously executives at Kiva Systems (now Amazon Robotics). The 6 River Systems solution is operating in more than 20 facilities in the U.S., Canada and Europe, fulfilling millions of units each week for companies including Lockheed Martin, CSAT Solutions, ACT Fulfillment, DHL, XPO Logistics, and Office Depot. To learn more, visit www.6river.com.
About ShopifyShopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Headquartered in Ottawa, Canada, Shopify powers over one million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more. For more information, visit www.shopify.com.
",https://boards.greenhouse.io/embed/job_app?for=6riversystems&token=6396863002&b=https%3A%2F%2F6river.com%2Fjobs-application%2F
