Name of the role,Department,Location,Job type,Job description,URL
Any Open Position (US),Professional Services,North America,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
This remote role can be located anywhere within the U.S. to perform the required responsibilities.
This opening is for candidates who:

Would like to apply to Intecrowd but cannot identify a job opening appropriate to their skills.                                            OR
Have been requested to apply for this specific opening.

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4010869005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday HCM Functional Consultant (India),Intecrowd India,India,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
As a Workday functional Consultant at Intecrowd India, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business environment and achieve business results.
As Workday HCM Functional Consultant, you will collaborate with your teammates and interact with our product leads – all while being remote!  This remote role can be located anywhere within India to perform the required responsibilities.
What is asked of you:

Participate and/or lead specific Workday HCM projects
Work independently with stakeholders and others in a multidisciplinary team to define requirements and develop the solution.
Work in an open environment where creativity is welcome and encouraged.
Staying relevant to emerging trends in areas related to Workday.
Work with cross-functional teams and third-party vendors for discovery and design sessions, as needed.
Help Integrations teams design and build integrations of all types.
Experience in designing and developing complex HCM reports.
Sound understanding of one or more functional modules in Workday.
Certifications in HCM Core a must. Any other functional module - desirable
Write Functional Design/ Specifications.
End to end testing of solution.
Independently engage with third party vendors, as needed.

What can get you here:

 A minimum of 3 years’ experience in Workday
Certifications in (any or all) HCM Core, Absence Management, Time tracking, Benefits, Compensation etc
Team player and possesses great attitude towards consulting.
Demonstrated communication skills in a customer facing environment.

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011449005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday Techno/Functional Project Manager ,Professional Services,Australia,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
This remote role can be located anywhere within Australia to perform the required responsibilities.  You must have valid work authorization, as we are not able to provide sponsorship at this time.
As a Techno/Functional Workday Project Manager, you are responsible for ensuring the successful completion of the project deliverables (e.g., charter, governance, project/staffing plan, issue logs, etc.) and work with the Client project manager to govern milestone deliverables such as Design sign off, Testing approvals, and address any other issues that stand in the way of project success. You would anticipate and/or identify scope slip and champions project governance managing to the agreed budget and delivering the project profitably.  this would be a hybrid role in which you would also be assigned technical or functional consulting duties in addition to PM responsibilities.
KEY EXPECTATIONS

Holds a current Workday HCM or Financials and Workday Project Manager certifications as well as additional training with the goal of becoming an expert in Workday's Implementation Methodology and leverage it on all engagements
Manage the implementation of 2+ simultaneous projects
Demonstrate competency in the Workday product suite - HCM, Payroll, and/or Financials
Participate in the sales cycle when requested to gather requirements, formulate delivery approach and develop a proposal/SOW or Change Order
Provide guidance and mentoring to other Project Managers working on their implementations
Ensure projects are properly planned and staffed
Work with the client project manager to identify/resolve all issues that could impact project scope and/or time frames
Work with Workday Delivery Assurance to ensure compliance with agreed to checkpoints
Ability to effectively present at Executive and Project Team levels & understand the needs of each audience
Facilitate clients’ intellectual and practical adoption of Workday best practices
Identify opportunities to position other service offerings
Maintain clients’ ongoing satisfaction, ensuring Intecrowd is reputable and referenceable once in production
Ensure the project is delivered within the budget outlined in the SOW
Present client with Change Orders in the event they're asking Intecrowd to perform tasks that are outside the scope of the SOW
Demonstrate computational thinking. Identify problem components, analyze patterns, remove inefficient configurations or processes, and construct algorithmic solutions scalable to ongoing client needs
Contribute to and mold a culture of continuous education amongst your colleagues, mentees, and managers - serve as a professional role model

DESIRED SKILLS AND EXPERIENCE

2+ years’ experience project managing Workday HCM, payroll or financial implementations with medium or large enterprise clients as well as technical or functional consulting responsibilities on implementations or post production support
Current Workday HCM or FIN certifications preferred
Consulting experience either as an internal consultant or with a consulting/software company
Experience implementing Workday, Oracle, SAP, or PeopleSoft
Working knowledge with at least one of the following business areas: Human Resources, Benefits, Payroll, General Ledger, Accounts Payable/Receivable, Services procurement
Excellent organization, time management, and communication skills
Passion for providing exceptional customer service
Business development skills
Previous service sales experience a plus. Successful candidates have a balance of functional (business) and technical experience
This is a remote position, while travel is limited due to Covid, potential future travel expectation is +/-30% depending on project  

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4085940005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday FIN Functional Consultant (India),Intecrowd India,India,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
As a Workday functional Consultant at Intecrowd India, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business environment and achieve business results.
As Workday FIN Functional Consultant, you will collaborate with your teammates and interact with our product leads – all while being remote!  This remote role can be located anywhere within India to perform the required responsibilities.
What is asked of you:

Participate and/or lead specific Workday FIN projects
Work independently with stakeholders and others in a multidisciplinary team to define requirements and develop the solution.
Work in an open environment where creativity is welcome and encouraged.
Staying relevant to emerging trends in areas related to Workday.
Work with cross-functional teams and third-party vendors for discovery and design sessions, as needed.
Help Integrations teams design and build integrations of all types.
Experience in designing and developing complex FIN reports.
Sound understanding of one or more functional modules in Workday.
Certifications in FIN Core a must. Any other functional module - desirable
Write Functional Design/ Specifications.
End to end testing of solution.
Independently engage with third party vendors, as needed.

What can get you here:

 A minimum of 3 years’ experience in Workday
Certifications in (any or all) FIN Core and other FIN functional modules
Team player and possesses great attitude towards consulting.
Demonstrated communication skills in a customer facing environment.

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011442005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday Integration Consultant (India),Intecrowd India,India,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
As an Integration Consultant at Intecrowd India, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business environment and achieve business results.
As Workday Integration Consultant, you will collaborate with your teammates and interact with our product leads – all while being remote!  This remote role can be located anywhere within India to perform the required responsibilities.
What is asked of you:·     

Participate and/or lead specific Workday integrations.
Work independently with stakeholders and others in a multidisciplinary team to define requirements and develop the solution.
Work in an open environment where creativity is welcome and encouraged.
Staying relevant to emerging trends in areas related to Workday.
Work with functional teams and third-party vendors for discovery and design sessions, as needed.
Design and build integrations of all types: EIB, Core Connectors, PICOF/PECI, Studio
Experience in designing and developing complex reports using BIRT.
Sound understanding of one or more functional modules in Workday.
Certifications in Integration Core, CCTPP and Studio - desirable
Write Technical Design/ Specifications.
End to end testing of integrations.
Independently engage with third party vendors, as needed

What can get you here:·       

Certifications in (any or all) Integration Core, CCTPP and Studio
Expertise in workday integrations skills which includes CCW, PECI, PICOF
Exposure to PECI/PICOF, CCW, Studio
Demonstrated communication skills in a customer facing environment.

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011450005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday Financials Associate Consultant ,Professional Services,United States,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
Job Description
As a Workday Financials Associate Consultant, you will ensure successful deployment by architecting, configuring and testing the Workday Financial solution to meet the specific needs of the client. This position is a remote/work from home role.
KEY EXPECTATIONS

Complete Workday Financials Core, Practical, and Modular training with the goal of becoming an expert in this module.
Perform the following as a member of a deployment team: understand client business requirements, design and configure the Workday solution, demonstrate configurations through the development of prototype systems, assist in testing the Workday solution, and complete knowledge transfer to clients.
Work with client/data conversion team to convert legacy data into Workday securely.
Ensure functional solutions are compatible with downstream data translation (assist integrators in configuring/testing integrations between Workday and external systems).
Facilitate clients’ intellectual and practical adoption of Workday best practices.
Embody Intecrowd and Workday’s high client satisfaction status.
Provide insightful status reports to project managers, keeping them apprised of overall project status.
Maintain Workday certifications and qualifications.
Communicate clearly and concisely. Collaborate effectively and synergistically to team-based projects.
Contribute to and mold a culture of continuous education among your colleagues, mentees, and managers. Serve as an active member of Intecrowd’s knowledge sharing environment.
Strive to innovate and suggest new approaches/tools to deploy Workday efficiently and effectively.
Demonstrate computational thinking. Identify problem components, analyze patterns, remove inefficient configurations or processes, and construct algorithmic solutions scalable to ongoing client needs. 

DESIRED SKILLS AND EXPERIENCE

2+ years of Workday Financials experience or relevant financial industry experience.
Experience implementing Financial, Procurement and/or Expense Management solutions.
CPA and or advanced Accounting degree or equivalent work experience preferred.
Previous consulting experience with a consulting/software company.
Previous experience deploying Workday, SAP, Oracle, PeopleSoft, ADP or similar applications.
Proven experience with at least 1 functional area

Core Financials: FDM, Accounting, Budgets, Planning/Adaptive, Banking and Settlement, Financial Reporting
Spend: Suppliers, Procurement, Assets, Expenses
Revenue: Customers, Projects


Passion for providing exceptional customer service.
Ability to effectively manage against timelines and goals.
Excellent verbal and written communication skills.
Business analysis and requirements gathering abilities.
Ability to learn technology quickly through instruction and self-training.
Experience deploying multiple Financials projects simultaneously is highly valued.
Expected travel is +/-30% depending on project.

 
Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011401005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday Certified Financials Senior Consultant ,Professional Services,United States,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
As a Workday Certified Financials Senior Consultant, you will be responsible for ensuring the successful implementation of the Workday solution. You will foster the development of other consultants by sharing expertise. You may support proposal preparations, deliver demonstrations to clients, and speak at conferences.
This remote role can be located anywhere within the U.S. or Canada to perform the required responsibilities.
KEY FUNCTIONAL EXPECTATIONS

Provide expertise in the Workday Financials product suite.
Lead the following as a member of a deployment team or assist others to successfully: gather and document client business requirements, design and configure the Workday solution, demonstrate configurations through the development of prototype systems, assist in testing the Workday solution, and complete knowledge transfer to clients.
Work with client/data conversion team to help convert legacy data into Workday securely.
Lead discovery and FDM sessions with clients new to Workday, providing guidance and best practice suggestions to ensure proper setup of Chart of Accounts and organizational structure within Workday.
Ensure functional solutions are compatible with downstream data extraction and translation. Assist or advise integrators in configuring functional BPs or objects for which integrations share dependencies. Provide relevant test scenario examples and demonstrate functional test case entry for robust integration testing.
Facilitate clients’ intellectual and practical adoption of Workday best practices.
Embody Intecrowd and Workday’s high client satisfaction status.
Innovate and suggest new approaches and tools to deploy Workday efficiently and effectively
Provide insightful status reports to project managers that highlight risks to project health and improvements in client adoption
Maintain Workday certifications and qualifications. Serve as an active member of Workday’s ecosystem.

KEY TEAM EXPECTATIONS

Foster a culture of proactive communication, escalation, and responsiveness.
Collaborate and communicate effectively and synergistically on team-based projects.
Contribute to and mold a culture of continuous education amongst your colleagues, mentees, and managers. Mentor, train, and develop new and experienced consultants. Instruct peers and team members on product knowledge/best practice.
Resolve complex tasks/requirements when other team members need support.
Demonstrate computational thinking. Identify problem components, analyze patterns, remove inefficient configurations or processes, and construct algorithmic solutions scalable to ongoing client needs. 
Serve as a professional role model.

 DESIRED SKILLS AND EXPERIENCE

Hold current Workday Certifications in Financials
4+ years implementing Financial, Procurement and/or Expense Management solutions.
CPA and or advanced Accounting degree or equivalent work experience.
Previous consulting experience with a consulting/software company.
Previous experience deploying Workday, SAP, Oracle, PeopleSoft, ADP or similar applications.
Demonstrated project management experience.
Passion for providing exceptional customer service.
Ability to effectively manage against timelines and goals.
Excellent verbal and written communication skills.
Business analysis and requirements gathering abilities.
Ability to learn technology quickly through instruction and self-training.
Experience deploying multiple Financial projects simultaneously a plus.
Expected travel is +/-30% depending on project(s).

 
Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4126464005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Senior Workday Project Manager ,Professional Services,United States,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
This remote role can be located anywhere within the U.S. to perform the required responsibilities.
As a Senior Workday Project Manager, you are responsible for ensuring the successful completion of the project deliverables (e.g., charter, governance, project/staffing plan, issue logs, etc.) and work with the Client project manager to govern milestone deliverables such as Design sign off, Testing approvals, and address any other issues that stand in the way of project success. The Project Manager anticipates and/or identifies scope slip and champions project governance managing to the agreed budget and delivering the project profitably.
KEY EXPECTATIONS

Holds a current Workday HCM or Financials and Workday Project Manager certifications as well as additional training with the goal of becoming an expert in Workday's Implementation Methodology and leverage it on all engagements
Manage the implementation of 2+ simultaneous projects
Demonstrate competency in the Workday product suite - HCM, Payroll, and/or Financials
Participate in the sales cycle when requested to gather requirements, formulate delivery approach and develop a proposal/SOW or Change Order
Provide guidance and mentoring to other Project Managers working on their implementations
Ensure projects are properly planned and staffed
Work with the client project manager to identify/resolve all issues that could impact project scope and/or time frames
Work with Workday Delivery Assurance to ensure compliance with agreed to checkpoints
Ability to effectively present at Executive and Project Team levels & understand the needs of each audience
Facilitate clients’ intellectual and practical adoption of Workday best practices
Identify opportunities to position other service offerings
Maintain clients’ ongoing satisfaction, ensuring Intecrowd is reputable and referenceable once in production
Ensure the project is delivered within the budget outlined in the SOW
Present client with Change Orders in the event they're asking Intecrowd to perform tasks that are outside the scope of the SOW
Demonstrate computational thinking. Identify problem components, analyze patterns, remove inefficient configurations or processes, and construct algorithmic solutions scalable to ongoing client needs
Contribute to and mold a culture of continuous education amongst your colleagues, mentees, and managers - serve as a professional role model

DESIRED SKILLS AND EXPERIENCE

3+ years’ experience project managing Workday HCM, payroll or financial implementations with medium or large enterprise clients
Current Workday certifications preferred
Consulting experience either as an internal consultant or with a consulting/software company
Experience implementing Workday, Oracle, SAP, or PeopleSoft
Working knowledge with at least one of the following business areas: Human Resources, Benefits, Payroll, General Ledger, Accounts Payable/Receivable, Services procurement
Excellent organization, time management, and communication skills
Passion for providing exceptional customer service
Business development skills
Previous service sales experience a plus. Successful candidates have a balance of functional (business) and technical experience
This is a remote position, while travel is limited due to Covid, potential future travel expectation is +/-30% depending on project  

 
Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4084998005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday HCM Data Conversion Consultant (India),Professional Services,India,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
This remote role can be located anywhere within India to perform the required responsibilities.
RESPONSIBILITIES

Provide Workday technical consulting services by acting as subject matter expert and leading clients through the entire systems development lifecycle from requirements through release to production.
Understand technical data conversion issues, expertly resolve issues and communicate solutions.
Train and mentor less experienced team members
Assist clients in fully integrating the Workday system into their current business environments and provide input on best practices
Lead in the validation of data loaded into Workday  
Advise client on options, risks, and any impacts related to data conversion
Answer all inquiries on a timely basis
Complete tasks efficiently and in a timely manner
Responsible for key communication to project and client leadership  
Report progress to clients and project managers
Continually seek ways to improve the process of delivering Workday solutions
Share knowledge to continually improve implementation methodology
Provide quality formal and informal documentation consistent with documentation standards
Close attention to detail
Complete all required Knowledge Bytes to maintain Workday certification

REQUIRED SKILLS

Team player who can collaborate and communicate effectively
Quick learner, motivated to understand various technologies used in Workday ecosystem
Bachelor's degree in Human Resources, Business Administration, Accounting or Economics. MBA a plus
Workday certification and experience with data migration in HCM and/or Integrations
High proficiency with MS Excel, ASAP Utilities, MS Office Suite
Experience with the full lifecycle of both implementations and upgrades
Experience defining the object model of a complex business system by mapping its components required for Data Migration/Conversion/Integration
Experience with legacy ERP data extraction (Oracle, Peoplesoft, SAP)
Experience with Data Warehousing, Data Architecture and Data Audits
Experience with Workday data loading using iLoads, XML, Web Services, MS Excel, and EIBs is highly desired

DESIRED SKILLS AND EXPERIENCE

ETL software experience with AWS, Informatica, Alteryx, Tableau, MySQL
Ability to run ad-hoc SQL requests
Currently certified in Workday HCM, Payroll, or other functional areas
Understanding of data modeling concepts with an ability to manipulate data
Someone who can align with constant change and help make improvements while aligning to the big picture.
2+ years’ experience in Workday Data Conversion/Migration HCM
Previous consulting experience with a consulting/software company
Previous experience with SAP, Oracle, PeopleSoft, ADP, Ultimate or similar applications
Demonstrated project management experience

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011447005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday HCM Data Conversion Consultant ,Professional Services,Australia,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
MUST BE BASED IN SYDNEY OR MELBOURNE AND HAVE A VALID AUTHORISATION TO WORK IN AUSTRALIA
RESPONSIBILITIES

Provide Workday technical consulting services by acting as subject matter expert and leading clients through the entire systems development lifecycle from requirements through release to production.
Understand technical data conversion issues, expertly resolve issues and communicate solutions.
Train and mentor less experienced team members
Assist clients in fully integrating the Workday system into their current business environments and provide input on best practices
Lead in the validation of data loaded into Workday  
Advise client on options, risks, and any impacts related to data conversion
Answer all inquiries on a timely basis
Complete tasks efficiently and in a timely manner
Responsible for key communication to project and client leadership  
Report progress to clients and project managers
Continually seek ways to improve the process of delivering Workday solutions
Share knowledge to continually improve implementation methodology
Provide quality formal and informal documentation consistent with documentation standards
Close attention to detail
Complete all required Knowledge Bytes to maintain Workday certification

REQUIRED SKILLS

Team player who can collaborate and communicate effectively
Quick learner, motivated to understand various technologies used in Workday ecosystem
Bachelor's degree in Human Resources, Business Administration, Accounting or Economics. MBA a plus
Workday certification and experience with data migration in HCM and/or Integrations
High proficiency with MS Excel, ASAP Utilities, MS Office Suite
Experience with the full lifecycle of both implementations and upgrades
Experience defining the object model of a complex business system by mapping its components required for Data Migration/Conversion/Integration
Experience with legacy ERP data extraction (Oracle, Peoplesoft, SAP)
Experience with Data Warehousing, Data Architecture and Data Audits
Experience with Workday data loading using iLoads, XML, Web Services, MS Excel, and EIBs is highly desired

DESIRED SKILLS AND EXPERIENCE

ETL software experience with AWS, Informatica, Alteryx, Tableau, MySQL
Ability to run ad-hoc SQL requests
Currently certified in Workday HCM, Payroll, or other functional areas
Understanding of data modelling concepts with an ability to manipulate data 
Someone who can align with constant change and help make improvements while aligning to the big picture.
2+ years’ experience in Workday Data Conversion/Migration HCM
Previous consulting experience with a consulting/software company
Previous experience with SAP, Oracle, PeopleSoft, ADP, Ultimate or similar applications
Demonstrated project management experience
Ability to travel up to 20% of the time

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011448005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
Workday Financials Data Conversion Consultant ,Professional Services,Australia,,"
Founded by former Workday clients, we value partnership and engagement as a cornerstone of our business. With years of functional and technical experience in all phases of Workday's deployment life cycle, we can determine and the most efficient integration designs and rapid deployment strategies. We develop maintainable solutions and provide support for integration testing and updates for new Workday releases.
Intecrowd is seeking certified and experienced Lead Workday Financials Data Conversion/Migration Consultants. If you are passionate about Workday technology, assisting clients, and all the challenges that go with being a consultant, you will want to be a part of our team. 
MUST BE BASED IN SYDNEY OR MELBOURNE AND HAVE A VALID AUTHORISATION TO WORK IN AUSTRALIA
RESPONSIBILITIES

Provide Workday technical consulting services by acting as subject matter expert and leading clients through the entire systems development lifecycle from requirements through release to production.
Understand technical data conversion issues, expertly resolve issues and communicate solutions.
Train and mentor less experienced team members
Assist clients in fully integrating the Workday system into their current business environments and provide input on best practices
Lead in the validation of data loaded into Workday  
Advise client on options, risks, and any impacts related to data conversion
Answer all inquiries on a timely basis
Complete tasks efficiently and in a timely manner
Responsible for key communication to project and client leadership  
Report progress to clients and project managers
Continually seek ways to improve the process of delivering Workday solutions
Share knowledge to continually improve implementation methodology
Provide quality formal and informal documentation consistent with documentation standards
Close attention to detail
Complete all required Knowledge Bytes to maintain Workday certification

REQUIRED SKILLS

Team player who can collaborate and communicate effectively
Quick learner, motivated to understand various technologies used in Workday ecosystem
Bachelor's degree in Finance, Business Administration, Accounting or Economics. MBA a plus
Workday certification and experience with data migration in Financials and/or Integrations
High proficiency with MS Excel, ASAP Utilities, MS Office Suite
Experience with the full lifecycle of both implementations and upgrades
Experience defining the object model of a complex business system by mapping its components required for Data Migration/Conversion/Integration
Experience with legacy ERP data extraction (Oracle, Peoplesoft, SAP)
Experience with Data Warehousing, Data Architecture and Data Audits
Experience with Workday data loading using iLoads, XML, Web Services, MS Excel, and EIBs is highly desired

DESIRED SKILLS AND EXPERIENCE

ETL software experience with AWS, Informatica, Alteryx, Tableau, MySQL
Ability to run ad-hoc SQL requests
Currently certified in Workday Financials
Understanding of data modelling concepts with an ability to manipulate data using software tools such as Tableau and SQL
Someone who can align with constant change and help make improvements while aligning to the big picture.
2+ years’ experience in Workday Data Conversion/Migration Financials
Previous consulting experience with a consulting/software company
Previous experience with SAP, Oracle, PeopleSoft, ADP, Ultimate or similar applications
Demonstrated project management experience
Ability to travel up to 20% of the time

Employer’s Rights:
Intecrowd has the right to revise this job description at any time. This job description is not a contract for employment. This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.
Equal Opportunity Statement:
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or status as a Vietnam or disabled veteran.
Applications for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Intecrowd.
",https://boards.greenhouse.io/embed/job_app?for=intecrowd&token=4011441005&b=https%3A%2F%2Fintecrowd.com%2Fcareers%2F
